Leading	Gene names	Protein names	Total Peptides	Unique peptides	Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Mol. weight [kDa]	Sequence coverage [%]	Fold Change RNAi/CONTROL	p-value	LFQ intensity RNAi_1	imputed (0=no/1=yes)	LFQ intensity RNAi_2	imputed (0=no/1=yes)	LFQ intensity RNAi_3	imputed (0=no/1=yes)	LFQ intensity CONTROL_1	imputed (0=no/1=yes)	LFQ intensity CONTROL_2	imputed (0=no/1=yes)	LFQ intensity CONTROL_3	imputed (0=no/1=yes)	GlyGly (K) site positions
	CNP	2,3-cyclic-nucleotide 3-phosphodiesterase	2	2	P09543	P09543	2	2	2	47.578	4.8	-0.0117728	9.81E-01	25.9684	0	26.0157	0	24.756	1	25.9519	1	25.1514	1	25.6721	0	
	SYNGR1	Synaptogyrin-1	1	1	O43759	O43759	1	1	1	25.455	5.2	0.578075	1.85E-01	24.9945	1	24.9463	1	25.841	0	25.1133	1	24.4476	1	24.4866	1	
	RALB;RALA	Ras-related protein Ral-B;Ras-related protein Ral-A	1	1	P11234;P11233	P11234;P11233	1;1	1;1	1;1	23.408	5.3	0.40323	7.01E-01	24.5015	1	23.5973	1	26.1598	0	25.5188	1	23.3908	1	24.1394	1	
	ZBTB33	Transcriptional regulator Kaiso	2	2	Q86T24	Q86T24	2	2	2	74.484	4.6	0.201112	8.14E-01	24.359	1	24.8214	1	25.5369	1	24.6406	1	23.4807	1	25.9925	0	
	HMGCS1;HMGCS2	Hydroxymethylglutaryl-CoA synthase, cytoplasmic;Hydroxymethylglutaryl-CoA synthase, mitochondrial	2	2	Q01581;P54868	Q01581;P54868	2;1	2;1	2;1	57.293	5.6	0.589969	5.07E-01	23.9201	1	26.2146	0	26.3457	1	25.1573	1	25.0324	1	24.5209	1	
	SEC23IP	SEC23-interacting protein	3	3	Q9Y6Y8	Q9Y6Y8	3	3	3	111.08	4.4	-0.032575	9.63E-01	24.1271	1	25.5448	1	24.5475	1	23.8	1	25.5425	0	24.9746	1	
	GNAI2;GNAI1	Guanine nucleotide-binding protein G(i) subunit alpha-2;Guanine nucleotide-binding protein G(i) subunit alpha-1	5	2	P04899;P63096;P11488;P09471;P19087;A8MTJ3	P04899;P63096	5;3;2;2;2;2	2;0;0;0;0;0	2;0;0;0;0;0	40.45	16.3	-0.773181	4.77E-01	25.9327	1	23.4141	1	23.5228	1	24.0956	1	25.9788	0	25.1147	1	
	RPL23	60S ribosomal protein L23	2	2	P62829	P62829	2	2	2	14.865	17.1	0.5517	6.46E-01	25.666	0	23.746	1	26.6214	0	25.458	1	25.5722	0	23.3481	1	
	DNAJB1	DnaJ homolog subfamily B member 1	2	2	P25685	P25685	2	2	2	38.044	5.3	0.698691	2.96E-01	24.8253	1	25.4955	1	26.7479	0	25.1792	0	25.0809	1	24.7125	1	
	EFHD1	EF-hand domain-containing protein D1	1	1	Q9BUP0	Q9BUP0	1	1	1	26.927	5	0.376844	3.29E-01	25.167	1	26.103	0	25.3295	1	25.3269	1	25.3407	1	24.8013	1	
	MARCH7	E3 ubiquitin-protein ligase MARCH7	3	3	Q9H992	Q9H992	3	3	3	78.05	6.1	0.336777	6.06E-01	24.1755	1	25.2311	1	25.7222	0	24.0476	1	24.6623	1	25.4086	1	
	NUF2	Kinetochore protein Nuf2	2	2	Q9BZD4	Q9BZD4	2	2	2	54.303	4.1	-0.422905	4.53E-01	24.6009	1	26.1322	0	24.669	1	25.7253	0	25.5685	0	25.3771	0	
	SH3GLB1	Endophilin-B1	2	2	Q9Y371	Q9Y371	2	2	2	40.796	5.2	-0.189271	8.42E-01	25.3846	1	24.9923	1	25.331	1	23.712	1	25.9405	0	26.6232	0	
	HIST3H2BB;HIST2H2BE;HIST1H2BB;HIST1H2BO;HIST1H2BJ	Histone H2B type 3-B;Histone H2B type 2-E;Histone H2B type 1-B;Histone H2B type 1-O;Histone H2B type 1-J	3	1	Q8N257;Q16778;P33778;P23527;P06899;Q6DRA6;Q6DN03	Q8N257;Q16778;P33778;P23527;P06899	3;3;3;3;3;1;1	1;1;1;1;1;1;1	1;1;1;1;1;1;1	13.908	27	-0.359024	6.85E-01	23.9869	1	25.7131	0	23.9802	1	23.9363	1	25.9703	1	24.8506	1	
	RPL8	60S ribosomal protein L8	1	1	P62917	P62917	1	1	1	28.024	4.3	0.64182	5.19E-01	25.2005	1	24.1353	1	26.687	0	23.6895	1	24.9457	1	25.462	1	
	DICER1	Endoribonuclease Dicer	2	2	Q9UPY3	Q9UPY3	2	2	2	218.68	1.5	0.429725	6.21E-01	25.2045	1	23.9332	1	25.9576	0	24.5576	1	25.5639	1	23.6846	1	
	GNPNAT1	Glucosamine 6-phosphate N-acetyltransferase	1	1	Q96EK6	Q96EK6	1	1	1	20.749	6	0.401922	5.68E-01	25.4724	1	24.42	1	25.6667	0	24.5414	1	25.7793	1	24.0326	1	
	PLEC	Plectin	3	3	Q15149	Q15149	3	3	3	531.78	0.7	0.0091877	9.93E-01	26.2416	0	24.0106	1	24.146	1	23.9793	1	24.2283	1	26.163	0	
	HEBP1	Heme-binding protein 1	2	2	Q9NRV9	Q9NRV9	2	2	2	21.097	13.8	0.890728	3.17E-01	26.6714	0	25.1731	1	26.6811	0	25.6916	1	26.0522	0	24.1097	1	
	TUBB6	Tubulin beta-6 chain	10	2	Q9BUF5	Q9BUF5	10	2	2	49.857	20.9	0.938863	2.47E-01	26.7489	0	24.9524	1	24.7978	1	24.4071	1	24.1397	1	25.1357	0	252
	TNKS2	Tankyrase-2	6	2	Q9H2K2	Q9H2K2	6	2	2	126.92	6	0.547769	5.77E-01	23.7418	1	25.48	1	26.5165	0	23.9357	1	24.8499	1	25.3094	1	
	HIP1	Huntingtin-interacting protein 1	2	2	O00291	O00291	2	2	2	116.22	2.4	-0.584122	9.39E-02	24.7526	1	25.5914	0	25.3304	1	25.9799	0	25.6354	0	25.8114	0	
	CPD	Carboxypeptidase D	3	3	O75976	O75976	3	3	3	152.93	2.6	-0.505558	3.50E-01	25.949	0	24.5212	1	24.7918	1	25.5305	0	25.9513	0	25.2968	1	
	ETNK1	Ethanolamine kinase 1	1	1	Q9HBU6	Q9HBU6	1	1	1	50.968	2.7	-0.947086	2.84E-01	24.0392	1	24.0967	1	24.3112	1	24.2599	1	26.6171	0	24.4114	1	
	RPS25	40S ribosomal protein S25	1	1	P62851	P62851	1	1	1	13.742	8	0.789146	4.16E-01	24.0448	1	24.2167	1	26.7332	0	24.2031	1	24.275	1	24.1492	1	
	PRKCD	Protein kinase C delta type;Protein kinase C delta type regulatory subunit;Protein kinase C delta type catalytic subunit	1	1	Q05655	Q05655	1	1	1	77.504	1.8	-0.427549	3.03E-01	24.4523	1	24.6243	1	24.3819	0	24.6057	1	25.6217	1	24.5138	1	
	BTBD1	BTB/POZ domain-containing protein 1	1	1	Q9H0C5	Q9H0C5	1	1	1	52.771	1.7	-0.287491	6.91E-01	25.9358	1	25.0932	1	24.265	1	24.4499	1	25.9193	0	25.7873	1	
	DACH2;DACH1	Dachshund homolog 2;Dachshund homolog 1	1	1	Q96NX9;Q9UI36	Q96NX9;Q9UI36	1;1	1;1	1;1	65.322	2	0.145924	8.42E-01	24.7073	1	23.9815	1	26.2326	0	25.0163	1	24.9933	1	24.4741	1	
	ERC1;ERC2	ELKS/Rab6-interacting/CAST family member 1;ERC protein 2	2	2	Q8IUD2;O15083	Q8IUD2;O15083	2;1	2;1	2;1	128.08	1.8	-0.155531	7.68E-01	24.262	1	24.0728	1	25.4855	0	24.5328	1	24.5636	1	25.1905	1	
	CEP170	Centrosomal protein of 170 kDa	3	3	Q5SW79	Q5SW79	3	3	3	175.29	3	0.483863	5.77E-01	26.5237	0	23.8332	1	24.6676	1	24.5043	1	24.6334	1	24.4352	1	
	MKI67	Antigen KI-67	7	7	P46013	P46013	7	7	7	358.69	3.3	0.317982	7.36E-01	24.039	1	26.3551	0	23.6259	1	24.683	1	23.9257	1	24.4573	1	
	GTF3C3	General transcription factor 3C polypeptide 3	3	3	Q9Y5Q9	Q9Y5Q9	3	3	3	101.27	4.4	-0.533262	3.81E-01	25.2933	0	25.4894	0	23.7773	1	25.3378	0	25.4175	0	25.4045	0	
	IQCB1	IQ calmodulin-binding motif-containing protein 1	2	2	Q15051	Q15051	2	2	2	68.928	3.5	-0.984646	3.66E-01	26.2611	0	23.9927	1	24.1853	1	25.4697	1	24.8942	1	27.0291	1	
	MLLT4	Afadin	2	2	P55196	P55196	2	2	2	206.8	1.2	-0.204039	8.60E-01	23.5343	1	26.6427	0	25.0428	1	25.3099	1	26.3064	0	24.2155	1	
	CSNK1D;CSNK1E	Casein kinase I isoform delta;Casein kinase I isoform epsilon	2	2	P48730;P49674	P48730;P49674	2;2	2;2	2;2	47.33	5.5	-0.310794	6.77E-01	25.1193	1	26.1953	0	24.7449	1	24.6043	1	26.007	0	26.3806	0	
	UCHL1	Ubiquitin carboxyl-terminal hydrolase isozyme L1	1	1	P09936	P09936	1	1	1	24.824	7.6	-0.772128	4.15E-01	23.9234	1	24.8544	1	25.0582	1	24.7489	1	26.9268	0	24.4767	1	
	DHFRL1;DHFR	Dihydrofolate reductase, mitochondrial;Dihydrofolate reductase	1	1	Q86XF0;P00374	Q86XF0;P00374	1;1	1;1	1;1	21.62	3.7	0.29885	4.61E-01	25.2848	1	25.1477	1	24.6215	0	24.3101	1	24.5294	1	25.318	1	
	GGPS1	Geranylgeranyl pyrophosphate synthase	1	1	O95749	O95749	1	1	1	34.87	3.7	0.333158	4.42E-01	25.5134	0	26.0755	0	25.5168	0	25.6497	0	25.7701	0	24.6864	1	
	ADAR	Double-stranded RNA-specific adenosine deaminase	2	2	P55265	P55265	2	2	2	136.06	2.2	-0.308685	6.11E-01	23.729	1	25.5681	0	24.5639	1	25.2715	1	24.8295	1	24.6861	1	
	EMC1	ER membrane protein complex subunit 1	1	1	Q8N766	Q8N766	1	1	1	111.76	1	0.474983	3.93E-01	25.5045	0	25.7605	0	25.9223	0	24.3221	1	25.5091	0	25.931	0	
	KDM5B	Lysine-specific demethylase 5B	2	2	Q9UGL1	Q9UGL1	2	2	2	175.66	1.6	0.741231	1.41E-01	26.3841	0	25.9063	0	25.6911	0	24.6142	1	25.3254	0	25.8182	0	
	RAD54L2	Helicase ARIP4	2	2	Q9Y4B4	Q9Y4B4	2	2	2	162.77	1.6	0.385649	6.83E-01	24.3285	1	26.8995	0	24.4287	1	25.3244	1	24.4679	1	24.7075	1	1124;1126
	PUM1	Pumilio homolog 1	2	2	Q14671	Q14671	2	2	2	126.47	1.6	0.198156	6.12E-01	25.2015	1	24.7942	1	24.4219	1	24.5975	1	25.1013	0	24.1243	1	
	LAMTOR1	Ragulator complex protein LAMTOR1	1	1	Q6IAA8	Q6IAA8	1	1	1	17.745	8.1	-0.268836	6.37E-01	24.0853	1	24.7588	1	25.3454	1	24.9228	1	25.6942	0	24.3791	1	
	FAM208A	Protein FAM208A	2	2	Q9UK61	Q9UK61	2	2	2	189.03	1.4	0.0655098	8.62E-01	24.6545	1	24.0571	1	25.0633	0	24.2212	1	24.4533	1	24.9039	1	
	CLPTM1L	Cleft lip and palate transmembrane protein 1-like protein	1	1	Q96KA5	Q96KA5	1	1	1	62.228	2	0.609375	5.72E-01	23.3995	1	24.2166	1	26.3335	0	23.2274	1	24.8439	1	24.0502	1	
	IMPDH1	Inosine-5-monophosphate dehydrogenase 1	1	1	P20839	P20839	1	1	1	55.405	2.3	0.157919	8.55E-01	24.0225	1	25.8734	0	23.8573	1	23.4769	1	25.0728	1	24.7298	1	
	SIN3A	Paired amphipathic helix protein Sin3a	2	2	Q96ST3	Q96ST3	2	2	2	145.17	1.7	-0.553911	4.78E-01	24.6277	1	26.1769	0	23.8345	1	25.1783	1	25.7629	1	25.3596	1	
	HAUS3	HAUS augmin-like complex subunit 3	1	1	Q68CZ6	Q68CZ6	1	1	1	69.65	1.7	0.612035	3.57E-01	24.1576	1	24.7493	1	25.7733	0	24.4045	1	24.818	1	23.6216	1	
	PSMD14	26S proteasome non-ATPase regulatory subunit 14	2	2	O00487	O00487	2	2	2	34.577	6.5	-0.807853	3.19E-01	24.1906	1	24.5614	1	23.3884	1	26.0689	0	24.472	1	24.0231	1	
	PEX3	Peroxisomal biogenesis factor 3	1	1	P56589	P56589	1	1	1	42.139	2.7	0.857543	1.01E-01	25.5102	1	25.2111	1	26.1524	0	25.3417	1	24.3693	1	24.5901	1	
	DDOST	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit	3	3	P39656	P39656	3	3	3	50.8	6.8	-0.0980231	9.06E-01	24.4097	1	25.624	0	25.1933	0	25.4663	1	23.8526	1	26.2021	0	
	XRN2	5-3 exoribonuclease 2	1	1	Q9H0D6	Q9H0D6	1	1	1	108.58	1.2	0.624173	4.51E-01	24.8998	1	24.2207	1	25.9511	0	25.3061	1	24.493	1	23.4	1	
	ACTL6A	Actin-like protein 6A	1	1	O96019	O96019	1	1	1	47.46	2.3	0.979742	3.79E-01	24.4856	1	24.9674	1	26.426	0	24.3497	1	25.6834	1	22.9066	1	
	PTPN13	Tyrosine-protein phosphatase non-receptor type 13	1	1	Q12923	Q12923	1	1	1	276.9	0.5	-0.169979	8.35E-01	23.5382	1	24.53	1	25.7373	0	24.7332	1	24.0552	1	25.5271	1	
	NOP56	Nucleolar protein 56	1	1	O00567	O00567	1	1	1	66.049	1.3	0.153828	6.29E-01	25.0455	1	25.4319	1	25.7256	0	25.5584	1	24.8246	1	25.3585	1	
	BLVRA	Biliverdin reductase A	1	1	P53004	P53004	1	1	1	33.428	4.7	0.202415	5.73E-01	25.3637	1	24.824	1	25.1623	0	25.1775	1	24.3342	1	25.231	1	
	CD2AP	CD2-associated protein	3	3	Q9Y5K6	Q9Y5K6	3	3	3	71.45	6.3	-0.616423	2.44E-01	24.3032	1	25.3122	1	25.0878	1	24.8532	1	25.8156	0	25.8837	0	
	SLC7A2	Cationic amino acid transporter 2	2	1	P52569	P52569	2	1	1	71.672	3.5	0.155549	8.75E-01	25.872	1	23.6273	1	26.1736	0	24.7545	1	25.9872	1	24.4644	1	
	DDIT4	DNA damage-inducible transcript 4 protein	1	1	Q9NX09	Q9NX09	1	1	1	25.37	6.5	0.796281	3.13E-01	24.0825	1	24.9013	1	26.296	0	23.8222	1	24.6079	1	24.4608	1	
	LLGL1	Lethal(2) giant larvae protein homolog 1	3	3	Q15334	Q15334	3	3	3	115.42	3.6	-0.817841	3.01E-01	23.836	1	23.7049	1	24.9028	1	24.1667	1	26.0819	0	24.6486	1	
	NDFIP1	NEDD4 family-interacting protein 1	2	2	Q9BT67	Q9BT67	2	2	2	24.899	9.5	0.24236	6.65E-01	26.2893	0	25.1345	1	24.5624	1	24.8821	1	25.2681	1	25.1089	1	
	UBE2E3	Ubiquitin-conjugating enzyme E2 E3	1	1	Q969T4	Q969T4	1	1	1	22.912	6.3	0.650684	4.42E-01	24.2286	1	23.9437	1	25.3864	0	23.8024	1	22.8264	1	24.9779	1	
	CDC23	Cell division cycle protein 23 homolog	2	2	Q9UJX2	Q9UJX2	2	2	2	68.833	3	-0.369698	5.94E-01	24.9426	1	25.2422	1	24.0903	1	24.6127	1	26.2021	0	24.5695	1	
	YTHDF2;YTHDF1;YTHDF3	YTH domain-containing family protein 2;YTH domain-containing family protein 1;YTH domain-containing family protein 3	2	2	Q9Y5A9;Q9BYJ9;Q7Z739	Q9Y5A9;Q9BYJ9;Q7Z739	2;1;1	2;1;1	2;1;1	62.333	3.6	0.127703	8.83E-01	25.7652	1	24.5242	1	25.2857	1	25.1003	0	23.7768	1	26.3149	0	
	CUEDC1	CUE domain-containing protein 1	1	1	Q9NWM3	Q9NWM3	1	1	1	42.258	3.4	-0.420467	5.87E-01	25.6053	1	24.1902	1	23.9371	1	25.6464	1	25.3089	0	24.0387	1	
	DYNC1LI1	Cytoplasmic dynein 1 light intermediate chain 1	2	2	Q9Y6G9	Q9Y6G9	2	2	2	56.578	3.3	0.140363	8.78E-01	24.5619	1	25.6097	0	26.0215	0	25.7222	0	23.8061	1	26.2438	0	
	AIP	AH receptor-interacting protein	2	2	O00170	O00170	2	2	2	37.636	6.4	-0.29416	4.63E-01	24.7068	1	25.2214	1	25.3088	0	25.0426	1	25.9945	1	25.0824	1	
	POLR1A	DNA-directed RNA polymerase I subunit RPA1	2	2	O95602	O95602	2	2	2	194.81	1.1	-0.116565	8.65E-01	24.5458	1	24.1492	1	25.7908	0	25.5649	1	25.1124	1	24.1583	1	
	OR13H1	Olfactory receptor 13H1	1	1	Q8NG92	Q8NG92	1	1	1	34.57	2.3	-0.521669	6.88E-01	25.4364	1	25.0713	1	24.7095	1	25.1314	1	27.8444	0	23.8065	1	
	CPSF2	Cleavage and polyadenylation specificity factor subunit 2	1	1	Q9P2I0	Q9P2I0	1	1	1	88.486	1.7	-0.289533	7.09E-01	23.7958	1	24.8221	1	24.9151	0	24.1222	1	26.0524	1	24.227	1	
	CDC42BPB	Serine/threonine-protein kinase MRCK beta	2	2	Q9Y5S2	Q9Y5S2	2	2	2	194.31	1.8	-0.130364	7.65E-01	24.6554	1	24.2897	1	25.2419	0	25.3732	1	24.8693	1	24.3356	1	
	SMARCD2	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 2	3	3	Q92925;Q6STE5;Q96GM5	Q92925	3;1;1	3;1;1	3;1;1	58.92	7.3	-0.449558	4.49E-01	25.7455	0	24.4369	1	24.3289	1	25.8397	0	25.1173	1	24.9031	0	
	KLC2	Kinesin light chain 2	2	2	Q9H0B6	Q9H0B6	2	2	2	68.934	4.3	0.509255	1.17E-01	24.9706	0	24.3564	1	24.8434	1	23.9545	1	24.1435	1	24.5447	1	
	ELP2	Elongator complex protein 2	1	1	Q6IA86	Q6IA86	1	1	1	92.499	1.6	0.000322978	1.00E+00	24.8312	1	24.1507	1	25.3028	0	23.8758	1	25.0168	1	25.3911	1	
	OSBPL9	Oxysterol-binding protein-related protein 9	2	2	Q96SU4	Q96SU4	2	2	2	83.184	2.9	0.672488	3.08E-01	23.6715	1	25.2437	0	25.3814	1	23.7466	1	24.3037	1	24.2288	1	
	CCDC138	Coiled-coil domain-containing protein 138	2	2	Q96M89	Q96M89	2	2	2	76.218	4.4	-0.255498	8.03E-01	25.3753	1	26.1835	0	23.1991	1	25.468	1	25.5873	1	24.4691	1	
	MRE11A	Double-strand break repair protein MRE11A	1	1	P49959	P49959	1	1	1	80.592	1.7	-0.413689	5.08E-01	24.0835	1	25.1321	1	24.8508	0	25.7835	1	24.1867	1	25.3375	1	
	PI4KA	Phosphatidylinositol 4-kinase alpha	3	3	P42356	P42356	3	3	3	231.32	1.6	-0.440111	3.57E-01	24.1487	1	25.0837	1	24.0696	1	24.5778	1	24.6306	1	25.4139	0	
	RAB21	Ras-related protein Rab-21	1	1	Q9UL25	Q9UL25	1	1	1	24.347	4.4	0.0708694	8.95E-01	24.4178	1	25.2684	1	24.7549	0	24.0285	1	24.6592	1	25.5408	1	
	RPL14	60S ribosomal protein L14	1	1	P50914	P50914	1	1	1	23.432	5.6	-0.0866184	8.92E-01	25.418	1	24.8111	1	24.4642	1	24.9702	1	24.0711	1	25.9119	0	
	LMNA	Prelamin-A/C;Lamin-A/C	3	3	P02545	P02545	3	3	3	74.139	5	0.625797	4.84E-01	25.343	1	26.5773	0	23.9126	1	24.6151	1	24.22	1	25.1204	1	
	NCDN	Neurochondrin	2	2	Q9UBB6	Q9UBB6	2	2	2	78.863	3.2	-0.662801	1.28E-01	24.2836	1	25.2677	1	25.2729	1	25.5036	0	25.8161	0	25.4929	0	
	GLTP	Glycolipid transfer protein	1	1	Q9NZD2	Q9NZD2	1	1	1	23.85	7.2	0.751858	3.67E-01	24.8795	1	26.3985	0	25.3671	1	23.7792	1	24.7924	1	25.818	1	
	CAPN7	Calpain-7	1	1	Q9Y6W3	Q9Y6W3	1	1	1	92.651	1.7	-0.565527	2.88E-01	23.9494	1	25.5346	0	24.8129	1	25.4064	0	25.3732	0	25.2139	0	
	FAM98B	Protein FAM98B	2	2	Q52LJ0	Q52LJ0	2	2	2	37.19	7.6	-0.280843	7.26E-01	24.7254	1	24.7881	1	23.8772	1	24.1779	1	26.1112	0	23.9442	1	
	CCZ1;CCZ1B	Vacuolar fusion protein CCZ1 homolog;Vacuolar fusion protein CCZ1 homolog B	2	2	P86791;P86790	P86791;P86790	2;2	2;2	2;2	55.866	4.4	-0.752878	4.15E-01	25.3265	1	25.4574	1	23.6912	1	24.745	1	26.7507	0	25.2381	1	
	N4BP1	NEDD4-binding protein 1	1	1	O75113	O75113	1	1	1	100.38	1.8	0.964137	3.42E-01	25.3417	1	27.0085	0	23.92	1	24.313	1	24.5022	1	24.5626	1	
	LDB1	LIM domain-binding protein 1	3	3	Q86U70;O43679	Q86U70	3;1	3;1	3;1	46.532	6.8	0.442116	5.39E-01	24.207	1	26.0463	1	26.1435	0	24.7159	0	24.97	0	25.3846	1	
	TUBB4A	Tubulin beta-4A chain	12	0	P04350	P04350	12	1	0	49.585	23.6	0.832558	2.48E-01	25.3912	1	26.0947	0	24.4225	1	25.2083	1	23.9445	1	24.2579	1	252
	MAP7D2	MAP7 domain-containing protein 2	1	1	Q96T17	Q96T17	1	1	1	81.964	3	0.487305	2.87E-01	25.1907	1	25.2142	1	24.9778	0	23.8706	1	24.9152	1	25.135	1	
	TMX1	Thioredoxin-related transmembrane protein 1	1	1	Q9H3N1	Q9H3N1	1	1	1	31.791	4.3	0.778025	8.36E-02	25.397	1	25.1402	0	25.8058	1	24.1172	1	24.884	1	25.0077	1	
	KDM1A	Lysine-specific histone demethylase 1A	1	1	O60341	O60341	1	1	1	92.902	1.2	-0.127942	8.53E-01	24.019	1	25.1446	1	25.8623	0	25.7526	1	24.5053	1	25.152	1	
	UBR5	E3 ubiquitin-protein ligase UBR5	2	2	O95071	O95071	2	2	2	309.35	0.8	0.470525	6.29E-01	24.2115	1	23.2341	1	26.1547	0	23.9444	1	24.5859	1	23.6585	1	
	DTNB;DTNA	Dystrobrevin beta;Dystrobrevin alpha	1	1	O60941;Q9Y4J8	O60941;Q9Y4J8	1;1	1;1	1;1	71.355	2.4	-0.769313	1.89E-01	23.7997	1	24.8253	1	23.3303	0	24.7512	1	24.4037	1	25.1084	1	
	Aug-02	Protein argonaute-2	1	1	Q9UKV8	Q9UKV8	1	1	1	97.207	1.6	0.151953	6.11E-01	25.0116	1	24.9596	0	25.4443	1	25.2136	1	24.5286	1	25.2173	1	
	CDC42BPA	Serine/threonine-protein kinase MRCK alpha	1	1	Q5VT25	Q5VT25	1	1	1	197.3	0.6	-0.176114	6.60E-01	24.8241	1	24.0509	1	25.2224	0	24.7054	1	24.7698	1	25.1506	1	
	FAR1	Fatty acyl-CoA reductase 1	2	2	Q8WVX9	Q8WVX9	2	2	2	59.356	4.3	-0.632413	3.68E-01	23.8049	1	24.81	1	24.1835	1	24.3536	1	25.9986	0	24.3434	1	
	RHOA;RHOC	Transforming protein RhoA;Rho-related GTP-binding protein RhoC	1	1	P61586;P08134	P61586;P08134	1;1	1;1	1;1	21.768	4.1	0.108199	8.10E-01	24.2897	1	23.9984	1	25.2997	0	24.4737	1	24.1406	1	24.6489	1	
	NKRF	NF-kappa-B-repressing factor	1	1	O15226	O15226	1	1	1	77.672	1.6	-0.385812	4.86E-01	23.5572	1	24.9024	1	24.7292	1	24.4387	1	24.5851	1	25.3223	0	
	STX3	Syntaxin-3	1	1	Q13277	Q13277	1	1	1	33.155	3.1	-0.148517	8.95E-01	26.7603	0	24.3252	1	24.0269	1	24.0207	1	26.0177	1	25.5195	1	
	AFF4	AF4/FMR2 family member 4	2	2	Q9UHB7	Q9UHB7	2	2	2	127.46	2.1	-0.193698	7.03E-01	25.0432	1	24.6187	1	25.6565	1	25.0437	1	26.0174	0	24.8383	1	
	PDCD2L	Programmed cell death protein 2-like	1	1	Q9BRP1	Q9BRP1	1	1	1	39.416	3.4	0.161632	6.93E-01	25.0808	1	24.7207	1	24.6217	0	23.9822	1	24.7652	1	25.1909	1	
	GEMIN2	Gem-associated protein 2	2	2	O14893	O14893	2	2	2	31.585	6.8	-0.352664	3.13E-01	25.5628	0	25.7015	0	24.9843	1	25.7534	0	25.4081	1	26.1451	0	
	RNF11	RING finger protein 11	1	1	Q9Y3C5	Q9Y3C5	1	1	1	17.444	7.8	0.052398	9.04E-01	24.9647	1	24.8046	1	25.7728	0	25.0871	1	25.6227	1	24.6751	1	
	STUB1	E3 ubiquitin-protein ligase CHIP	2	2	Q9UNE7	Q9UNE7	2	2	2	34.856	6.3	0.880269	3.24E-01	26.1452	0	26.339	1	23.9392	1	24.8807	1	24.4432	1	24.4587	1	
	CABIN1	Calcineurin-binding protein cabin-1	2	2	Q9Y6J0	Q9Y6J0	2	2	2	246.35	0.8	0.860522	1.08E-01	25.479	1	24.8313	1	25.969	0	25.0653	1	24.2291	1	24.4034	1	
	AP1B1	AP-1 complex subunit beta-1	9	2	Q10567	Q10567	9	2	2	104.64	11.7	0.0799281	8.82E-01	24.8282	1	25.6368	1	24.914	1	24.1832	1	25.5922	0	25.3638	0	
	ADCY9	Adenylate cyclase type 9	1	1	O60503	O60503	1	1	1	150.7	1.3	0.677652	5.05E-02	25.1453	1	25.7606	1	25.1752	0	24.7683	1	24.8728	1	24.407	1	
	KIF4A	Chromosome-associated kinesin KIF4A	3	3	O95239;Q2VIQ3	O95239	3;1	3;1	3;1	139.88	2.7	0.48962	3.47E-01	25.6882	0	24.2575	1	24.6116	1	24.0418	1	24.4673	1	24.5794	1	
	RPL35	60S ribosomal protein L35	1	1	P42766	P42766	1	1	1	14.551	8.1	-0.331113	6.61E-01	23.0016	1	25.1732	1	24.6428	0	24.105	1	24.8894	1	24.8165	1	
	PIAS2;PIAS1	E3 SUMO-protein ligase PIAS2;E3 SUMO-protein ligase PIAS1	1	1	O75928;O75925	O75928;O75925	1;1	1;1	1;1	68.24	2.4	0.220491	6.71E-01	25.3684	1	24.6561	1	25.7422	0	24.9067	1	25.7137	1	24.4848	1	
	CHAF1B	Chromatin assembly factor 1 subunit B	1	1	Q13112	Q13112	1	1	1	61.492	2	0.138978	8.34E-01	24.8086	1	25.4094	1	24.472	0	25.7824	1	23.857	1	24.6336	1	
	Sep-09	Septin-9	1	1	Q9UHD8	Q9UHD8	1	1	1	65.401	2.6	-0.310324	3.44E-01	24.3801	1	25.0363	1	24.9375	0	25.0388	1	25.4752	1	24.7709	1	
	Sep-03	Neuronal-specific septin-3	1	1	Q9UH03	Q9UH03	1	1	1	40.703	3.4	0.927877	2.52E-01	24.5292	1	24.8492	0	26.038	1	25.2437	1	23.6008	1	23.7882	1	
	FKBP5	Peptidyl-prolyl cis-trans isomerase FKBP5;Peptidyl-prolyl cis-trans isomerase FKBP5, N-terminally processed	2	2	Q13451	Q13451	2	2	2	51.212	5.7	0.0526918	9.47E-01	23.5406	1	23.4847	1	25.4146	0	24.8636	1	23.8117	1	23.6065	1	
	TTYH3	Protein tweety homolog 3	2	2	Q9C0H2	Q9C0H2	2	2	2	57.544	4.6	-0.503971	1.52E-01	24.6853	1	24.534	0	24.0954	1	24.9438	1	25.3288	0	24.554	1	
	SORD	Sorbitol dehydrogenase	2	2	Q00796	Q00796	2	2	2	38.324	5.6	-0.0982278	8.90E-01	24.9966	0	25.2032	1	23.8718	1	25.6546	0	23.8407	1	24.871	1	
	RPS18	40S ribosomal protein S18	1	1	P62269	P62269	1	1	1	17.718	7.2	-0.280715	5.45E-01	25.344	1	24.554	1	24.8732	1	24.4931	1	25.621	0	25.4992	1	
