gene	foldChange	pValue	passFilter
LAGE3	0.486062	0.442852	
KIAA0100	-0.330593	0.499264	
TRIP12	0.312857	0.145474	
PUM1	0.00552686	0.00981944	
ESPL1	-0.545835	0.34061	
MDC1	0.00865173	0.0120599	
CLINT1	0.189903	0.839818	
MELK	-0.215195	0.110868	
SMC1A	-0.178898	1.02123	
GSE1	-0.992268	0.334889	
DIP2A	0.050155	0.016771	
PDCD11	0.114586	0.281333	
BMS1	0.176135	0.537921	
USP10	-0.444781	0.152832	
MESDC2	0.130913	0.123854	
PPP2R5D	0.0432618	0.168459	
LBR	-0.792234	0.509431	
COG2	-0.0390561	0.246026	
GOLGB1	0.161619	0.666458	
CHD4	0.0287457	0.10586	
STARD3	-0.299985	0.179672	
DRAP1	0.632737	0.222034	
ZNF638	0.062561	0.159468	
KPNB1	-0.0365906	0.152841	
NOLC1	-0.371442	0.314296	
NUMA1	-0.050794	0.156055	
NUMA1	-0.224513	0.0605887	
NR1D2	0.997721	0.528016	
PSME4	-0.0808849	0.684534	
CUL7	0.301233	0.368189	
SHPRH	0.0117423	0.039684	
SLMAP	0.0950305	0.244348	
NAA25	0.212608	0.79308	
NCAPH	0.106169	0.900094	
KIAA0101	-0.314929	0.314767	
SPCS2	0.188298	0.335485	
WTAP	-0.280457	0.769625	
PSMD6	-0.344648	1.29166	
HERPUD1	0.830306	0.521386	
MORF4L2	-0.119272	0.277883	
FAM175B	0.322901	0.974603	
SART3	-0.427521	0.312235	
NCAPD2	0.00563176	0.0170935	
SUZ12	-0.0595328	0.115262	
EXOSC7	-0.283504	0.478333	
TNIP1	0.450223	0.112051	
EFTUD2	-0.128543	0.8408	
R3HDM1	-0.019818	0.0235902	
HERC3	0.379128	0.911272	
SNX17	-0.758444	0.287165	
JOSD1	-0.551152	0.113898	
RAB3GAP1	0.0104783	0.0480104	
SLC39A14	-0.227069	0.615597	
KARS	0.14075	0.523758	
SETDB1	-0.232794	0.998168	
ACAP2	0.139656	0.0384578	
KIF14	-0.0290871	0.0884696	
WDR43	0.337601	0.96466	
ZNF146	-0.684759	0.479817	
PLEC	0.28598	1.26202	
PCM1	-0.0798327	0.397455	
NOMO1	0.101362	0.096697	
PON2	0.0923074	0.222376	
PPA1	0.0933107	0.382764	
PTGES3	0.182526	0.0556084	
NONO	-0.105022	0.825964	
PPP2R4	-0.167719	0.217342	
PTPRK	-0.0521603	0.16335	
PWP2	0.289353	1.24383	
QPRT	0.454582	0.444367	
RABEP1	0.100762	0.348557	
RASA2	-0.615365	0.483564	
RBBP5	-0.137575	0.633936	
RALBP1	-0.0327657	0.0187122	
ZMYND11	0.469739	0.281472	
LLGL1	0.128811	0.260097	
LRRC41	-0.129672	0.295871	
TCEB2	-0.124856	0.267113	
EPHA7	-0.0693391	0.276482	
RHEB	0.912539	0.575573	
UBE3C	-0.150904	0.130322	
MTFR1	-0.337819	0.352414	
DHCR24	-0.0525786	0.0623294	
SF3B3	0.080808	0.509576	
DLGAP5	0.430644	0.312035	
RSU1	0.278917	0.766481	
RPS6KA1	0.380322	0.859174	
SAFB	-0.00703494	0.00967718	
SF3A2	0.0750395	0.0867405	
PPP1R7	0.242179	0.408519	
SEC23A	0.106394	1.09583	
SEC23B	0.152769	0.601924	
SF3A1	-0.120251	1.1402	
SKIV2L	0.0141532	0.0511147	
SPA17	-0.519531	0.372447	
MAPRE2	-0.414911	0.214678	
NCOA2	-0.375045	0.11409	
TSN	-0.0206191	0.060639	
SF1	-0.112613	0.25369	
TRIP11	0.213587	0.803693	
TRIP13	-0.146422	0.467515	
MED1	-0.30406	0.372724	
PTPN14	-0.0723769	0.068707	
ELAVL1	0.0542634	0.122844	
NSDHL	0.00714938	0.040715	
TAB1	-0.250005	0.141968	
HERC1	0.155647	0.22183	
ZKSCAN8	-0.184888	0.115241	
TOMM34	0.197025	0.662064	
NCOA1	-0.130083	0.0902769	
SMAD2	0.351969	0.56664	
TBCE	0.032519	0.120376	
UBE2V2	0.642569	0.296547	
STXBP2	0.131135	0.33853	
NEDD8	-0.437658	0.778555	
RAB11B	-0.0531165	0.142661	
ZYX	0.530406	1.1559	
ADRM1	-0.351359	0.654564	
CCDC6	0.0427608	0.0754148	
UAP1	0.296891	0.582005	
INA	-0.287423	0.0822851	
PKN1	0.269011	0.487163	
DDB1	-0.0663325	0.284741	
SNAPC1	0.355878	0.354318	
MAPK14	0.226411	0.431486	
DPYSL2	0.0646413	0.0823734	
RBBP7	-0.0439955	0.192644	
ECM1	-0.0764383	0.0252533	
OCLN	0.062233	0.167764	
SRSF7	-0.0817337	0.190785	
CPSF6	-0.0802015	0.224053	
FSCN1	-0.171951	0.107796	
MAPK6	-0.0387255	0.0210753	
HIF1A	0.345854	0.358848	
UBE2S	-0.128277	0.864236	
HAGH	0.37766	0.717314	
UGP2	0.070261	0.0568672	
ATP6V1F	-0.52153	0.653251	
TPD52L1	0.328339	0.285317	
IMMT	0.275944	0.410307	
KNOP1	-0.0426165	0.0174563	
HNRNPUL2	-0.178625	1.2367	
LONRF2	-0.184438	0.691239	
PDS5A	-0.0594247	0.156351	
RFX7	0.948985	0.457472	
KIF7	0.0950349	0.367484	
AAK1	-0.158965	0.0750013	
KIAA1033	-0.365754	1.10766	
ZXDC	0.851831	0.50459	
ALG11	-0.404598	0.367766	
QRICH1	0.0471719	0.174467	
SMU1	-0.167622	0.46483	
ATG2A	0.315555	0.0633001	
LRRFIP1	0.36814	1.16233	
LRRFIP1	-0.466827	0.561759	
LEPRE1	0.636565	1.22141	
TWISTNB	0.296701	0.334518	
PCGF3	0.174248	0.348613	
MAP7D1	0.111636	0.140945	
DAK	0.209376	0.269586	
LSM12	0.442533	0.245485	
HSDL1	-0.129187	0.130071	
ARL13B	0.118683	0.27077	
RABL6	0.116395	0.0389752	
GLYR1	-0.00629234	0.0143196	
VPS26B	-0.0281525	0.0347682	
LARP7	0.104533	0.075196	
PREPL	0.140373	0.476601	
TBC1D10B	-0.00935936	0.00821986	
AASDH	-0.197074	0.213123	
ARID4B	-0.079127	0.325351	
FAM98B	0.487091	0.324125	
ARHGAP29	0.502406	0.164691	
KLHL12	0.082524	0.346749	
PLEKHO1	0.80992	0.805689	
HSD17B12	-0.0240777	0.0541491	
GLE1	-0.249885	1.08671	
USP39	-0.0778262	0.213257	
KLHL22	0.0625763	0.320095	
LACTB2	-0.17484	0.164775	
CCDC92	0.503503	0.173278	
TSSC1	-0.228788	0.407614	
COBLL1	-0.841593	0.525801	
HS1BP3	0.0792662	0.140607	
CCDC93	0.169823	0.528369	
SDK2	-0.899335	0.985884	
HSP90AB2P	-0.0329647	0.0612439	
DCAF6	-0.291835	0.127396	
DCAF6	-0.145768	0.547924	
TMEM41B	0.738086	0.439082	
ZNF326	0.146908	0.298811	
RILPL1	-0.828963	0.27326	
DNAJC21	0.0468063	0.107345	
HERC4	0.0750033	0.102176	
BCORL1	-0.817895	0.688102	
ZNF766	0.152532	0.107468	
MIA3	0.285442	1.10675	
WDR44	0.142594	0.424194	
DOCK11	-0.0137513	0.0261527	
PRRC2B	0.113551	0.174053	
RRP12	-0.0113386	0.0142584	
CEP78	0.191059	1.12782	
SPECC1	0.766104	1.16162	
SMEK2	-0.211043	0.0665184	
WDR45B	0.365339	1.18855	
SAMD4B	0.62135	0.724962	
DNTTIP2	0.189484	0.424664	
DCAF10	0.0801589	0.0450132	
RABGAP1L	0.364869	0.916489	
RABGAP1L	0.107658	0.050249	
SNAP47	0.0725746	0.0935354	
NUP188	0.0522238	0.247414	
ZMYM1	-0.370011	1.19416	
PPP1R15B	-0.542365	0.315637	
CC2D1B	0.44935	0.392082	
FNBP1L	0.134827	0.245769	
FKBP15	0.365128	0.74917	
DDX59	-0.539152	0.353454	
C9orf114	0.139798	0.108057	
C10orf76	-0.38203	0.237702	
GPATCH4	0.287707	0.107803	
HECTD3	0.0724875	0.367078	
UBR4	0.168542	0.59149	
ARHGAP21	0.264354	0.113571	
DCAF12	-0.208632	0.120599	
UBAP2	0.740245	0.236437	
C9orf64	-0.390633	0.399514	
KPRP	0.167627	0.145684	
RBM26	0.243991	0.772494	
WLS	0.278506	0.487457	
CCDC18	-0.153112	0.0406851	
DCAF8	0.286805	1.23571	
ZCCHC11	0.227612	0.964959	
CEP162	0.320391	0.268732	
DDI2	0.408601	0.95794	
NT5DC1	-0.0958182	0.345666	
PRR14L	0.0160948	0.00627502	
RIF1	0.159499	0.824082	
STRIP1	-0.54459	0.473133	
ABHD17B	0.681294	0.49183	
GKAP1	-0.603383	0.30625	
CDC42BPA	0.145194	1.18211	
RPRD2	-0.186586	0.411426	
RPRD2	0.596687	0.221816	
MARC1	0.473173	0.694243	
TTC39B	-0.558614	0.470376	
RNF20	0.0420818	0.14343	
PDE4DIP	0.118754	0.446655	
CACHD1	0.63545	0.40377	
ZNF318	-0.157498	0.0733429	
CDKAL1	0.240313	0.899288	
MYSM1	-0.207073	0.0743812	
YOD1	0.111579	0.13681	
BROX	0.568221	0.251021	
FOCAD	-0.204471	0.639412	
FAM208B	-0.107556	0.424469	
NAA35	0.151026	0.109041	
ZMYM4	0.077184	0.39581	
FAM160B1	-0.26055	0.221051	
RNF123	-0.0403773	0.281209	
RNF213	0.249345	0.57516	
FAM91A1	0.0298831	0.254304	
CEP135	-0.157724	0.854288	
TBC1D9B	0.0304108	0.099913	
DCAF15	-0.630476	0.849339	
MAP1S	-0.0787964	0.0335746	
E4F1	0.111477	0.049224	
ATG16L1	0.170316	0.0924679	
ARID2	0.573114	0.609764	
DIEXF	0.880599	0.896139	
RPGRIP1L	0.168327	0.109009	
HAUS3	0.24379	1.08866	
SPTY2D1	-0.512217	0.245179	
NCR3LG1	0.041804	0.018797	
MBLAC2	0.200719	0.776734	
ANKS6	0.248809	0.0930871	
LMBRD2	-0.312717	0.227845	
ZFYVE26	0.382429	0.24764	
MSL1	-0.000388463	0.000155475	
INTS3	0.0623652	0.128909	
ARHGAP17	0.169704	0.0602407	
CDCA2	0.387788	0.283897	
CWF19L1	-0.372697	0.428581	
KIAA1429	-0.373604	0.197875	
SPECC1L	0.329996	0.731107	
HEATR6	0.0193354	0.00798259	
UHRF1BP1	-0.111111	0.295714	
RPL7L1	0.23106	0.651447	
NXN	0.0998071	0.160486	
CIAPIN1	0.887505	0.316764	
SMYD5	0.800181	0.505586	
RALGAPA1	0.0951589	0.242219	
NADSYN1	-0.111296	0.198372	
ELP2	-0.144217	0.585551	
LAMTOR1	-0.164823	0.317832	
DHRS7B	0.000144958	0.000301263	
NCAPH2	-0.516544	0.455788	
SMEK1	-0.0609099	0.668468	
NAPEPLD	-0.374935	0.326978	
DENND5A	0.364614	0.705229	
SDE2	0.301213	0.279044	
ZNF425	-0.983146	0.377079	
NIPBL	0.346017	0.332783	
PDE12	0.104193	0.398639	
CXorf57	-0.0650692	0.290821	
RETSAT	-0.0260544	0.0137055	
RINT1	-0.310726	1.00989	
TMEM214	-0.353903	0.973326	
HIBCH	0.562721	0.521638	
ARMC6	0.195679	0.0580092	
TTI2	-0.500738	0.220374	
JMJD6	0.291656	0.18307	
PTRF	-0.145268	0.218545	
ZCCHC8	0.620074	0.277494	
DHX57	-0.0119597	0.0361842	
CDC73	-0.226679	0.422349	
SLC27A4	-0.0491797	0.0928147	
LLGL2	0.706004	0.252554	
ARMCX5	0.118447	0.474501	
TATDN1	-0.401941	0.164654	
TAF2	0.647947	0.591582	
EDC4	0.197014	0.53431	
CEP85	0.611054	0.512114	
FAHD2A	0.38321	0.290456	
PRMT9	-0.860126	0.542981	
PRPF8	-0.0664088	0.273869	
FBXO42	0.186282	0.380049	
TTC27	-0.202947	1.14402	
CNNM4	-0.0256157	0.0522319	
NFRKB	-0.268425	0.315166	
PKN3	0.114643	0.375458	
ALKBH5	0.769572	0.952636	
RSBN1L	-0.44874	0.225983	
ABHD17C	0.0177708	0.00991692	
RFWD3	-0.173577	0.356288	
PGM2L1	0.80534	0.469669	
CTR9	0.0458012	0.165554	
FAM199X	-0.23164	0.154297	
TTC37	-0.0897732	0.84445	
ULK3	0.507793	0.85924	
SHQ1	0.237182	0.74621	
FBXO38	-0.21804	0.359263	
FIGNL1	-0.354444	0.181561	
RHBDF2	0.86477	0.806555	
ELMSAN1	0.691706	0.439961	
BRAT1	0.0470943	0.42271	
WDR59	-0.733467	0.512123	
LARP1	-0.231395	1.06082	
TRAF7	-0.433899	0.209757	
RICTOR	-0.737062	0.294928	
POTEE	0.182711	0.450713	
SARM1	0.757863	0.448009	
KLHL24	-0.19846	0.368225	
FIP1L1	-0.557868	0.140174	
SASS6	-0.0647577	0.234594	
KDELC1	-0.23251	0.46123	
LRSAM1	0.20252	1.27797	
SBSN	0.143685	0.083361	
CWC27	0.0919336	0.115498	
PLXDC2	-0.881655	0.932668	
CRELD2	0.97139	0.513736	
WDR82	0.0245406	0.058075	
ATF7IP	0.0693391	0.102498	
MPRIP	0.252032	0.726724	
DSTYK	-0.381092	0.161209	
DNMBP	0.211206	0.276777	
THADA	-0.155657	0.400629	
CCBL2	-0.0105642	0.0311127	
PPP1R21	0.215654	0.770743	
RNF19B	-0.548597	0.384681	
AEBP2	-0.378353	0.187041	
MBOAT1	-0.193265	0.133093	
UBR3	0.0285276	0.0595339	
SH3BP1	-0.537169	0.123701	
ANKRD13D	0.34064	0.960871	
UBN2	0.221207	0.16734	
CEP128	0.524724	0.361103	
FGD6	-0.736738	0.239571	
NCCRP1	0.300983	0.593001	
STXBP4	-0.202055	0.825745	
TMTC3	0.433896	0.32881	
VPS13C	0.163239	0.672016	
USP34	-0.0169156	0.0582925	
CREB3L2	-0.162655	0.0859894	
IKBIP	0.292743	0.886749	
UBE2R2	0.204059	0.894212	
AHSA2	0.10063	0.0561689	
CENPU	-0.185219	0.150902	
LARP4	0.339946	1.01853	
INTS8	-0.935804	0.965383	
MTSS1L	0.604592	0.294478	
ASXL2	0.656096	0.495705	
CEP68	-0.720437	0.339867	
SND1	0.171606	0.887201	
MARK2	0.117221	0.221348	
DDX46	0.0515474	0.137924	
RUFY3	0.25996	0.657903	
RHOU	-0.0548687	0.0281471	
MON1B	0.402601	0.270055	
EIF3M	-0.170461	0.502804	
MEPCE	0.398081	0.193029	
CENPQ	0.609338	0.430457	
CYFIP1	-0.0798016	0.472297	
MCM10	-0.0844485	0.175753	
GET4	-0.026275	0.0644085	
COPS6	-0.115629	0.1542	
MAEA	-0.794764	0.723773	
DHX32	0.210986	0.372502	
EEPD1	0.81356	0.447417	
KDM3B	-0.0168196	0.0392348	
RRM2B	0.432037	0.338109	
MICAL3	-0.230324	0.219421	
GPRIN1	0.98333	0.498615	
TRMT1L	-0.118999	0.969417	
ZC3HAV1	0.214321	0.699458	
EFTUD1	0.0524057	0.109069	
SETX	-0.0830911	0.0615353	
TRAPPC11	0.544428	0.260162	
NUP54	-0.268586	0.150558	
CCDC186	-0.066131	0.309003	
C16orf62	-0.0356064	0.1214	
POGZ	-0.04835	0.27259	
ZFYVE16	0.2162	1.12828	
DENND4A	0.681859	0.700073	
MYH14	-0.266653	0.425103	
NUFIP2	-0.226025	0.0803533	
MAVS	0.0840556	0.0917087	
CLASP1	0.253069	0.781462	
DHX29	0.1971	0.538688	
NPHP3	0.00558281	0.0129902	
COMMD6	-0.313346	0.175396	
TRMT11	0.259305	0.221718	
HDDC2	0.463228	0.297348	
KDELC2	0.392853	0.775732	
TTC21B	0.0115191	0.0451187	
HEATR3	0.0374788	0.0813269	
KIF21A	-0.828883	0.316134	
DCXR	-0.363929	0.108627	
BRAP	-0.262662	1.08728	
EMSY	-0.160353	0.0654738	
WAPAL	-0.00452932	0.0177778	
IRF2BP2	0.338114	0.116078	
SH3RF1	0.656593	0.366617	
TFAP2D	-0.231583	0.0682263	
HUWE1	-0.0302022	0.136364	
PLEKHH3	0.25027	0.81502	
YTHDF3	0.5392	0.826588	
CNTRL	-0.320058	0.758136	
PXK	0.240442	0.82279	
UBE2Q1	-0.620711	0.448921	
KIAA0907	0.857032	0.476055	
VPS13B	-0.246798	0.203781	
TMED4	-0.32917	0.192983	
MEGF8	-0.245562	0.0719994	
PCGF5	0.250444	0.202009	
SCD5	0.388371	0.208069	
PHLDB2	-0.18853	0.0928313	
ZBTB33	-0.0684465	0.193629	
USP37	0.233446	1.16541	
PATL1	0.215379	0.610427	
DPP9	-0.160845	0.140941	
SYVN1	0.439234	0.200748	
PRUNE	0.354525	0.282209	
SETD3	-0.0849673	0.216172	
PABPN1	-0.0584469	0.0193203	
LDB1	-0.0399119	0.0105812	
PBRM1	0.020195	0.0555623	
PRPF39	0.0706342	0.209537	
MTDH	0.086132	0.582215	
TLK2	-0.137763	0.238578	
KTN1	0.0561612	0.171185	
ZFHX4	-0.411572	0.288519	
SMG6	-0.6629	1.14993	
USP48	0.0189781	0.0793088	
CADPS2	0.819032	0.890776	
DTX2	-0.0775337	0.163981	
NAA40	-0.665341	0.516784	
AACS	0.968434	0.450781	
PNMAL1	-0.442236	0.151931	
ALYREF	0.104876	0.156308	
KBTBD6	0.259793	0.206194	
IQGAP3	-0.1225	0.845639	
ZC3H18	0.41665	0.062036	
CAND1	0.181829	0.758714	
HOOK3	-0.017444	0.103955	
SESTD1	-0.568512	0.264391	
THOC6	0.635771	0.390334	
PARG	0.182318	0.433149	
SLC26A11	0.229724	0.0761659	
ZC3HC1	-0.728048	0.357599	
CHD1L	-0.00439962	0.0079162	
CCDC25	-0.76367	0.280911	
RALGAPB	0.377049	0.252831	
LSR	0.0542514	0.30044	
CARM1	0.196107	0.467639	
COMMD2	-0.873845	0.571878	
FBXO11	-0.00444984	0.00807823	
DGKH	0.0911325	0.060421	
DDX42	-0.0725632	0.268803	
RNF130	-0.823983	0.56889	
SPATS2	0.134553	0.0957348	
CACUL1	-0.845225	0.383822	
DNAAF5	-0.0625381	0.229098	
STX12	0.152114	1.21734	
PTOV1	0.204322	0.802749	
DZIP1	-0.226504	0.199889	
ANKRD13B	-0.260038	0.271729	
HOMER1	0.658103	0.58543	
GATAD2A	0.00227165	0.00354162	
GPSM1	0.53611	0.304294	
C2CD5	0.149338	0.36919	
HPS6	-0.256976	0.192229	
IRF2BP1	0.00377909	0.011995	
KRTAP11-1	0.486317	0.3042	
ERC1	0.106843	0.286229	
RNF135	0.584888	0.383716	
CBWD2	-0.362074	0.213682	
MINA	0.992814	0.952433	
ZDHHC17	-0.179618	0.035272	
TRAPPC5	-0.709309	0.361875	
FMNL3	-0.490373	0.470197	
MAP4K3	-0.185103	0.0988417	
CCDC50	0.200113	1.26705	
FUNDC1	-0.544346	0.204613	
ARID3B	-0.323006	0.480086	
CEP97	0.0778058	0.137555	
WDR75	-0.100622	0.619493	
MFN1	-0.106075	0.419438	
TEX2	-0.434353	0.180604	
MAP7D3	0.155186	0.25589	
CCDC117	0.557444	0.489909	
FOXRED2	-0.182538	0.273967	
MGA	-0.164208	0.430868	
GCC2	0.0563202	0.312953	
BRSK2	0.469625	0.304335	
PHF6	-0.816774	0.830737	
LRRC8A	0.269703	0.136416	
LMTK2	0.0200303	0.013718	
UBR1	-0.102826	1.2037	
UBR2	-0.0586497	0.224233	
ARHGAP12	-0.475527	0.378086	
CHERP	0.268682	0.757966	
ANKHD1	0.0484231	0.318976	
BBS7	-0.733089	0.447784	
SUGP1	-0.0139771	0.00757055	
SUGP2	-0.160927	0.60584	
CCAR1	-0.204055	0.377303	
DHX40	0.0273291	0.0660117	
NELFCD	-0.283241	0.732097	
RHOT2	0.019523	0.00803157	
RHOT1	-0.0805289	0.664601	
ASXL1	-0.353013	0.210325	
KLHL7	-0.0644347	0.126785	
RPAP2	0.35198	0.411975	
SMC5	-0.721735	1.0361	
DHX37	0.0291564	0.0653438	
AMN1	0.584609	0.67375	
YAF2	0.28535	0.281359	
AMOTL1	-0.024683	0.0377551	
RAVER1	0.141708	0.221398	
SLX4	-0.0385106	0.0179342	
TMEM192	-0.672541	0.385747	
ZZZ3	0.222411	0.0901273	
EXOC8	0.0454769	0.11139	
C1orf174	-0.384438	0.512084	
HACE1	-0.134401	0.248667	
RNF168	0.0309486	0.0566346	
PHACTR4	0.393135	1.01104	
TRMT2A	0.203138	0.453046	
ELMOD2	-0.303403	0.117361	
DCP1B	-0.314466	0.258565	
SCYL3	-0.0522366	0.253009	
XRN1	0.211054	0.906992	
PELP1	0.00669352	0.00762706	
ZNF654	-0.16059	0.0541757	
ABI1	-0.934659	0.519803	
SPICE1	-0.254116	1.11124	
TTC5	0.756021	0.514122	
CNPY4	0.358197	0.224086	
AHI1	-0.0863152	0.0980218	
CCAR2	-0.0798759	0.239344	
VPS52	0.116263	0.334448	
NUP93	0.0340455	0.348032	
STK11IP	0.757564	0.455978	
CMTR1	-0.28123	0.950971	
LRRC47	0.429533	0.552674	
DOCK4	0.154303	0.807787	
UBE2J2	0.0902576	0.47996	
PIAS4	0.0168552	0.0104528	
SLC35F6	0.361755	0.165645	
ARHGAP18	-0.748642	0.896055	
MTURN	-0.379565	0.293753	
MPP5	0.0710824	0.26647	
STAG2	0.122494	0.950293	
FNBP4	-0.932437	0.871396	
LNX2	-0.225053	0.642049	
NIN	-0.128288	0.437528	
MMGT1	-0.723951	0.329534	
OGFOD1	-0.00403722	0.00896573	
TTC39C	-0.602127	0.907305	
SRBD1	-0.0657317	0.0339879	
TAB3	0.617287	0.242662	
WDTC1	0.153538	0.456299	
TMEM57	0.131403	0.594881	
ARRDC1	0.625539	1.07349	
FAM63A	-0.201238	0.541924	
ZC3H8	0.250521	0.139347	
LZTR1	-0.086209	0.4398	
CPSF7	0.0807858	0.104058	
OTUD6B	-0.0197506	0.00481915	
METTL13	0.326476	1.15701	
ARFGAP1	0.951524	0.599964	
ZNF655	0.4625	0.438756	
CDKN2A	0.590658	0.135295	
EMC1	0.0197048	0.0895374	
PAF1	-0.0501149	0.154845	
CCNYL1	0.402837	0.353433	
UBR7	-0.15008	0.278544	
CEP112	0.366666	0.335298	
ARL14EP	0.205055	0.063643	
ENAH	0.667699	1.03968	
CEP120	-0.223599	0.0953657	
LRRC57	0.186857	0.297205	
EIF1AD	-0.223197	0.132295	
SCAI	-0.0900612	0.0866766	
KRI1	0.106564	0.0533949	
FAM73A	0.739855	1.01332	
USP38	-0.739927	0.331646	
ATP11C	-0.120733	0.246959	
KDM1B	0.122107	0.228652	
SPATA5	0.102355	0.361377	
FANCB	-0.744042	0.487742	
NHLRC2	0.0869776	0.390117	
COLGALT1	0.847579	1.14482	
PCYOX1L	-0.422918	0.312829	
TMEM87A	-0.35597	0.105349	
HSD17B11	0.0601616	0.363285	
FAM63B	0.16125	0.424718	
TXNDC5	0.233431	0.450847	
SPC24	0.784114	0.437978	
ATAD1	0.15991	0.328862	
SLC38A9	-0.623332	0.746449	
SCCPDH	-0.106152	0.298851	
RNF149	0.534433	1.26608	
SERBP1	0.139121	0.289726	
KCT2	-0.962534	0.633557	
LEMD2	-0.0303338	0.0287925	
FAM98A	-0.0532697	0.162152	
HJURP	-0.767356	0.533543	
DAGLB	0.335939	0.248624	
SPRYD3	0.0279795	0.0127033	
DYNC2H1	0.133157	0.49726	
SMG8	-0.00612068	0.00197175	
LSM14A	0.327276	0.11592	
ZNF280C	-0.485456	0.325275	
PNMA1	-0.090697	0.208436	
SIMC1	-0.0231387	0.089652	
CNNM3	-0.203869	0.959165	
ABCF1	0.19582	0.724219	
PIK3C3	0.614961	0.756182	
GSTCD	-0.544097	0.354033	
DDHD1	0.702065	0.277271	
SHCBP1	-0.0685692	0.464429	
PDZD8	0.573456	0.995358	
VPS37A	0.0344289	0.0206576	
WDR19	-0.117635	0.0344509	
FBXO22	-0.00388145	0.0041817	
LPCAT1	0.0772076	0.0189801	
BOD1L1	0.520213	0.424633	
FLAD1	0.091369	0.0693601	
NUP43	0.278475	0.796838	
NUP37	-0.138254	0.0601914	
BBS1	-0.0570787	0.00966673	
NBEA	-0.234028	0.294395	
TOR1AIP2	-0.104158	0.0287602	
STEAP2	-0.00909042	0.017832	
CMAS	0.334889	0.48371	
FBXO18	-0.433547	0.195129	
TNIP2	0.106452	0.060391	
HELB	-0.662828	0.354635	
PJA1	-0.191986	0.642916	
CASC5	0.015405	0.0289238	
ZNRF2	0.290994	0.110546	
ATL2	-0.589392	0.304913	
MOSPD2	-0.0337156	0.0755641	
MFSD8	-0.768279	0.314425	
RFWD2	-0.710904	0.562155	
NCOA7	-0.666054	0.630998	
THOC2	0.0823835	0.446381	
INADL	-0.0282351	0.130352	
WDR36	-0.172379	0.322095	
EXOC6	-0.14814	0.795182	
CEP76	0.448766	0.332137	
SMARCC2	-0.0680326	0.154707	
FAM76A	-0.610395	0.978177	
SLC35B2	0.861055	0.604593	
UBA3	0.215114	0.594231	
FAM213B	0.153859	0.106055	
PIP4K2C	0.141071	0.298452	
TRMT10A	0.0278873	0.105811	
RDH11	-0.184776	0.671167	
RNF217	0.155107	0.0768256	
LRRC20	-0.327986	0.24939	
FAM45A	0.973361	0.455899	
KIAA1524	0.0333118	0.111265	
STT3B	0.231013	0.700345	
CERK	0.141812	0.633046	
HM13	-0.778016	0.301778	
DYNC2LI1	-0.192288	0.0695957	
URGCP	-0.0250638	0.00773964	
CD99L2	-0.608152	0.414716	
BICD2	0.0780633	0.256048	
NEK9	0.0233905	0.0916442	
CCHCR1	-0.156547	0.075635	
DLG5	-0.663146	1.13358	
BRIX1	0.0487073	0.071227	
RB1CC1	-0.14796	0.347681	
MORC4	-0.590601	0.222032	
SSH3	-0.14311	0.0782229	
DTD1	-0.240119	0.108589	
RNF128	-0.0133375	0.0585117	
UTP15	-0.672496	0.550787	
TRPC4AP	-0.067529	0.521126	
CEP192	0.250462	0.0968997	
GEMIN5	-0.161161	0.867196	
RAPGEF6	0.034537	0.041284	
SMCR8	0.0481211	0.214007	
PARD3	0.510398	0.526566	
IPO4	0.0835667	0.489208	
PPP4R1	0.0834058	0.149131	
COX7B2	-0.218888	0.59179	
DIS3L	0.242922	0.144729	
GIPC2	-0.60317	0.401885	
ABHD5	-0.667762	0.438691	
SCARB1	-0.111784	0.031029	
COG1	0.123294	0.730745	
ABHD3	0.0183061	0.029795	
PPIL4	-0.215473	0.581726	
GTF3C2	0.0825431	0.0626212	
CCDC12	-0.208167	0.146137	
TGFBRAP1	-0.142854	0.0989503	
NUP133	-0.0285467	0.165944	
SLC20A1	0.0221666	0.0280611	
UBTD2	0.130274	0.0866516	
BRK1	-0.233483	0.136505	
CHMP7	0.196171	0.360719	
NSMCE1	-0.892177	0.52157	
TRIM41	-0.351536	0.215557	
MITD1	0.288261	0.103134	
CHTF18	-0.144084	0.145579	
LEO1	0.561993	0.371788	
DCAKD	0.208865	0.609506	
RNF138	0.253016	0.535442	
STAG1	-0.992394	0.852125	
SCFD1	0.119722	0.28715	
TRAPPC12	0.682639	0.535551	
POF1B	-0.655344	0.213875	
HNRNPLL	-0.532183	1.08494	
UBLCP1	0.954209	0.517183	
LMO7	0.35855	0.14913	
SLC44A1	-0.208344	0.580557	
CKAP2	-0.0675379	0.135501	
PHIP	0.136189	0.274767	
PRPF31	0.15668	0.168917	
NELFB	0.0202039	0.0565114	
PALLD	-0.794734	1.17088	
RUFY2	0.601605	1.17774	
GEMIN6	-0.205257	0.13468	
ATRIP	-0.0267779	0.0168915	
PSPC1	0.240058	1.11996	
DEDD2	-0.152479	0.10132	
MADD	-0.0955861	0.326217	
SYNE2	0.310001	0.859003	
GATAD2B	0.0011336	0.00227554	
BRI3BP	-0.850545	0.470386	
BBX	0.439096	0.191371	
IFT81	-0.0527306	0.1766	
CTNNBL1	0.0797602	0.186806	
AHCTF1	0.130866	0.227226	
DGCR8	0.0778745	0.0650298	
SEC14L1	0.40807	0.681867	
SLC39A7	0.225473	0.114058	
H1FX	0.594674	1.12121	
SMG7	-0.885064	0.577284	
