Leading	Gene names	Protein names	Peptides	Unique peptides	Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Mol. weight [kDa]	Sequence coverage [%]	Fold Change RNAi/Control	p-value	LFQ intensity RNAi_1	imputed (0=no/1=yes)	LFQ intensity RNAi_2	imputed (0=no/1=yes)	LFQ intensity RNAi_3	imputed (0=no/1=yes)	LFQ intensity CONTROL_1	imputed (0=no/1=yes)	LFQ intensity CONTROL_2	imputed (0=no/1=yes)	LFQ intensity CONTROL_3	imputed (0=no/1=yes)	GlyGly (K) site positions
	SYNCRIP	Heterogeneous nuclear ribonucleoprotein Q	15	12	O60506	O60506	15	15	12	69.602	30.7	0.933708550604373	0.642329695031796	13.0685	0	13.2875	0	12.8952	0	13.5054	0	13.0206	0	13.022	0	
	UBE2K	Ubiquitin-conjugating enzyme E2 K	8	8	P61086	P61086	8	8	8	22.406	51.5	0.904995171505138	0.437836536835301	12.4531	0	12.9228	0	12.9209	0	12.9253	0	12.7991	0	13.0045	0	
	UBE2S	Ubiquitin-conjugating enzyme E2 S	8	8	Q16763	Q16763	8	8	8	23.845	46.4	1.57523601345719	0.787957874452698	7.93101	1	13.3288	0	12.9818	0	12.1167	0	7.82548	1	12.3327	0	
	PSMA4	Proteasome subunit alpha type-4	7	7	P25789	P25789	7	7	7	29.483	21.5	1.07847295626365	0.570500461405335	12.7449	0	12.1698	0	12.496	0	12.2658	0	12.3494	0	12.4685	0	
	SRP72	Signal recognition particle subunit SRP72	18	18	O76094	O76094	18	18	18	74.605	34.3	1.63071650975191	0.295952491182098	13.4069	0	12.9598	0	14.0672	0	13.1843	0	13.3394	0	11.7936	0	
	IMPDH2	Inosine-5-monophosphate dehydrogenase 2	14	13	P12268	P12268	14	14	13	55.804	29.8	0.831355251091048	0.178155814066289	12.3878	0	12.8138	0	12.9032	0	12.9664	0	12.9042	0	13.0337	0	293
	PIP5K1A	Phosphatidylinositol 4-phosphate 5-kinase type-1 alpha	9	3	Q99755;O14986	Q99755	9;2	9;2	3;0	62.633	19.4	1.30770760538772	0.179614337188419	13.1784	0	12.9314	0	12.8437	0	12.2765	0	12.5072	0	13.0088	0	103
	SUMO2	Small ubiquitin-related modifier 2	3	3	P61956;Q6EEV6;P55854	P61956	3;1;1	3;1;1	3;1;1	10.871	33.7	1.61194888875286	0.794373778337847	13.0849	0	8.33415	1	7.97784	1	12.7977	0	7.37667	1	7.15611	1	
	IGF2BP1	Insulin-like growth factor 2 mRNA-binding protein 1	13	11	Q9NZI8;Q9Y6M1	Q9NZI8	13;1	13;1	11;0	63.48	28.1	0.554261997893256	0.054416424185132	11.8669	0	12.7261	0	12.4274	0	13.5728	0	12.9855	0	13.0161	0	
	VCL	Vinculin	33	33	P18206	P18206	33	33	33	123.8	35	0.999297125563557	0.999135978432701	14.5376	0	11.7132	0	12.9608	0	12.9004	0	13.7054	0	12.6088	0	
	H2AFV;H2AFZ	Histone H2A,V;Histone H2A,Z	5	3	Q71UI9;P0C0S5	Q71UI9;P0C0S5	5;5	3;3	3;3	13.509	31.2	1.02551663919605	0.989027961469822	13.4345	0	7.09881	1	12.1609	0	12.6289	0	12.2024	0	7.75385	1	
	HIST1H2BL;HIST1H2BM;HIST1H2BN;HIST1H2BH;HIST2H2BF;HIST2H2BE;HIST1H2BC;HIST1H2BD;H2BFS;HIST1H2BB;HIST1H2BO;HIST1H2BJ;HIST1H2BK;HIST3H2BB;HIST1H2BA	Histone H2B type 1-L;Histone H2B type 1-M;Histone H2B type 1-N;Histone H2B type 1-H;Histone H2B type 2-F;Histone H2B type 2-E;Histone H2B type 1-C/E/F/G/I;Histone H2B type 1-D;Histone H2B type F-S;Histone H2B type 1-B;Histone H2B type 1-O;Histone H2B type 1-J;Histone H2B type 1-K;Histone H2B type 3-B;Histone H2B type 1-A	4	4	Q99880;Q99879;Q99877;Q93079;Q5QNW6;Q16778;P62807;P58876;P57053;P33778;P23527;P06899;O60814;Q8N257;Q96A08	Q99880;Q99879;Q99877;Q93079;Q5QNW6;Q16778;P62807;P58876;P57053;P33778;P23527;P06899;O60814;Q8N257;Q96A08	4;4;4;4;4;4;4;4;4;4;4;4;4;3;3	4;4;4;4;4;4;4;4;4;4;4;4;4;3;3	4;4;4;4;4;4;4;4;4;4;4;4;4;3;3	13.952	33.3	1.06936902958613	0.724177454514553	12.6369	0	12.1618	0	11.8904	0	12.3424	0	11.886	0	12.1705	0	
	HGS	Hepatocyte growth factor-regulated tyrosine kinase substrate	11	11	O14964	O14964	11	11	11	86.191	12.1	1.18250312813215	0.608056590509201	13.4481	0	12.3785	0	13.3825	0	13.1945	0	12.9732	0	12.3158	0	
	TCAF1	TRPM8 channel-associated factor 1	15	15	Q9Y4C2	Q9Y4C2	15	15	15	102.12	18.6	0.614073393232834	0.070998635134957	13.0088	0	12.2007	0	12.6044	0	13.12	0	13.6452	0	13.1592	0	
	LMNB1	Lamin-B1	24	23	P20700	P20700	24	23	23	66.408	37	0.995299869861948	0.947353796755767	12.8452	0	13.0511	0	13.1371	0	13.0822	0	12.936	0	13.0355	0	
	XRCC6	X-ray repair cross-complementing protein 6	17	17	P12956	P12956	17	17	17	69.842	30.9	0.763797974910254	0.176109182060301	12.3529	0	12.689	0	13.1578	0	13.1791	0	13.0438	0	13.143	0	
	GARS	Glycine--tRNA ligase	15	15	P41250	P41250	15	15	15	83.165	24	0.983982116170692	0.96535066479779	12.3676	0	12.643	0	13.7211	0	13.2302	0	13.2153	0	12.3561	0	
	SLC3A2	4F2 cell-surface antigen heavy chain	18	18	P08195	P08195	18	18	18	67.993	35.2	0.711554911216892	0.232107407074335	12.21	0	12.3811	0	13.3055	0	12.9731	0	13.2287	0	13.1676	0	
	HSPH1	Heat shock protein 105 kDa	18	17	Q92598	Q92598	18	18	17	96.864	26.7	0.710729260039157	0.412121242020233	13.2976	0	11.5784	0	12.4076	0	12.5084	0	13.187	0	13.0661	0	
	H2AFY	Core histone macro-H2A,1	10	10	O75367;Q9P0M6	O75367	10;2	10;2	10;2	39.617	36	0.635577959036365	0.763788297537808	7.09096	1	12.4122	0	11.8063	0	8.8295	1	12.4917	0	11.9499	0	
	UBE2O	E2/E3 hybrid ubiquitin-protein ligase UBE2O	14	14	Q9C0C9	Q9C0C9	14	14	14	141.29	10.7	0.908931829192069	0.709329464213196	13.7008	0	13.2042	0	14.0305	0	13.8599	0	13.3229	0	14.1658	0	
	SFPQ	Splicing factor, proline- and glutamine-rich	12	11	P23246	P23246	12	12	11	76.149	17.5	0.892454794936903	0.557805766994701	12.5869	0	12.7996	0	11.9668	0	12.4984	0	12.7007	0	12.6466	0	
	VPS35	Vacuolar protein sorting-associated protein 35	13	13	Q96QK1	Q96QK1	13	13	13	91.706	20.4	0.895270156199029	0.444047061045094	12.8679	0	12.3007	0	12.8059	0	12.7199	0	12.8196	0	12.9138	0	
	FAF1	FAS-associated factor 1	14	14	Q9UNN5	Q9UNN5	14	14	14	73.953	23.8	0.80459852594132	0.189331118257059	12.5088	0	12.2777	0	12.935	0	12.9135	0	12.9556	0	12.7933	0	
	RPS20	40S ribosomal protein S20	3	3	P60866	P60866	3	3	3	13.373	25.2	0.848065147194162	0.917062004013534	7.59884	1	12.4045	0	8.2646	1	8.57925	1	12.679	0	7.72298	1	4
	CDK5RAP3	CDK5 regulatory subunit-associated protein 3	12	12	Q96JB5	Q96JB5	12	12	12	56.92	21.7	1.10672746667301	0.642508681237011	12.3102	0	12.9313	0	13.2233	0	12.8939	0	12.6134	0	12.5187	0	
	DDX5	Probable ATP-dependent RNA helicase DDX5	12	9	P17844	P17844	12	12	9	69.147	22.1	0.755346757229529	0.481223691183638	11.5176	0	12.493	0	12.784	0	13.3784	0	12.3282	0	12.3024	0	
	TPR	Nucleoprotein TPR	33	33	P12270	P12270	33	33	33	267.29	15.3	0.606269436643378	0.114453742987281	13.4914	0	12.6588	0	13.8167	0	14.0347	0	13.8777	0	14.2204	0	
	sep-07	Septin-7	7	7	Q16181;Q6ZU15	Q16181	7;1	7;1	7;1	50.679	21.1	1.06092597703909	0.875565216376875	10.8595	0	12.2259	0	12.0977	0	12.1277	0	11.5951	0	11.2043	0	
	RUVBL2	RuvB-like 2	11	11	Q9Y230	Q9Y230	11	11	11	51.156	28.9	0.922897287954677	0.958654245661661	7.83067	1	12.0156	0	12.0364	0	11.8465	0	7.65578	1	12.7277	0	
	ITCH	E3 ubiquitin-protein ligase Itchy homolog	19	19	Q96J02;Q9H0M0	Q96J02	19;3	19;3	19;3	102.8	27	0.685185724964487	0.167681055862669	12.223	0	11.7324	0	12.7217	0	12.5054	0	13.0363	0	12.7718	0	
	ATP1A1	Sodium/potassium-transporting ATPase subunit alpha-1	14	13	P05023;P13637;P50993;P20648	P05023	14;6;4;1	14;6;4;1	13;5;3;1	112.89	16.5	0.820955541106438	0.164522765101597	12.4967	0	12.0447	0	12.553	0	12.7039	0	12.6878	0	12.5565	0	
	SPTBN1	Spectrin beta chain, non-erythrocytic 1	26	26	Q01082	Q01082	26	26	26	274.61	12.1	0.858731488800543	0.429314937994643	13.3153	0	13.2296	0	14.0022	0	13.6305	0	13.7785	0	13.7973	0	
	TPI1	Triosephosphate isomerase	8	8	P60174	P60174	8	8	8	30.791	41.6	0.905424970505908	0.599803506014221	11.7447	0	11.2919	0	11.7996	0	12.1287	0	11.478	0	11.6595	0	
	TRIM28	Transcription intermediary factor 1-beta	15	15	Q13263	Q13263	15	15	15	88.549	22.3	0.562363552638382	0.148183551751643	12.5848	0	11.4655	0	12.4167	0	12.8607	0	13.5689	0	12.5287	0	
	CSE1L	Exportin-2	14	14	P55060	P55060	14	14	14	110.42	15.6	0.90660498558522	0.696936162982053	12.75	0	11.862	0	12.4146	0	12.602	0	12.7862	0	12.0628	0	
	LMNB2	Lamin-B2	25	24	Q03252	Q03252	25	25	24	67.688	35	1.32707508526183	0.064803729419229	12.6088	0	12.602	0	12.9861	0	12.4819	0	12.3513	0	12.139	0	
	PSMD4	26S proteasome non-ATPase regulatory subunit 4	10	7	P55036	P55036	10	10	7	40.736	29.2	0.964145776468805	0.901933462666057	12.5645	0	11.2671	0	11.8051	0	11.849	0	11.7418	0	12.204	0	
	TBC1D15	TBC1 domain family member 15	10	10	Q8TC07	Q8TC07	10	10	10	79.49	14.9	1.02155650105759	0.932613504784475	12.0889	0	12.2847	0	12.9761	0	12.4568	0	12.7641	0	12.0366	0	
	GMPS	GMP synthase [glutamine-hydrolyzing]	13	13	P49915	P49915	13	13	13	76.715	24.8	1.96857543904433	0.498700725474867	12.0719	0	12.2254	0	12.8107	0	12.6921	0	12.6834	0	8.80099	1	
	EPS15L1	Epidermal growth factor receptor substrate 15-like 1	15	15	Q9UBC2	Q9UBC2	15	15	15	94.254	20.8	0.893377608074963	0.539267192703094	12.4947	0	11.6849	0	12.2299	0	12.2108	0	12.3584	0	12.3283	0	
	UBE2Z	Ubiquitin-conjugating enzyme E2 Z	4	4	Q9H832	Q9H832	4	4	4	38.21	9.9	1.27780793172497	0.868742963527832	12.1302	0	7.8089	1	11.3544	0	11.4512	0	7.0728	1	11.7084	0	
	SMARCC1	SWI/SNF complex subunit SMARCC1	11	11	Q92922;Q8TAQ2	Q92922	11;4	11;4	11;4	122.87	11.6	1.07718421953141	0.730223827415576	13.1197	0	12.3747	0	13.253	0	12.9896	0	12.6574	0	12.7786	0	
	HIST2H3A;HIST3H3;H3F3A;HIST1H3A	Histone H3,2;Histone H3,1t;Histone H3,3;Histone H3,1	3	3	Q71DI3;Q16695;P84243;P68431;Q6NXT2	Q71DI3;Q16695;P84243;P68431	3;3;3;3;1	3;3;3;3;1	3;3;3;3;1	15.388	13.2	0.80681622398236	0.874992237111662	7.41023	1	11.3523	0	10.9936	0	11.5931	0	11.568	0	7.52406	1	
	SPG20	Spartin	11	11	Q8N0X7	Q8N0X7	11	11	11	72.832	17	1.1836101717662	0.609027635761887	12.322	0	11.7721	0	12.7221	0	12.2067	0	12.5115	0	11.3684	0	
	BRAP	BRCA1-associated protein	15	15	Q7Z569	Q7Z569	15	15	15	67.304	28.9	0.858691609496773	0.464298200012384	11.8675	0	11.7136	0	12.4595	0	12.0491	0	12.5287	0	12.1221	0	
	CANX	Calnexin	9	9	P27824	P27824	9	9	9	67.567	15.7	0.842691804730461	0.305779242178928	11.7454	0	11.9649	0	12.403	0	12.4103	0	12.3166	0	12.1273	0	
	FARSB	Phenylalanine--tRNA ligase beta subunit	11	11	Q9NSD9	Q9NSD9	11	11	11	66.115	20.9	0.776421514210874	0.383431686687689	11.4085	0	11.7897	0	11.8313	0	12.5687	0	11.3839	0	12.1721	0	
	MSH2	DNA mismatch repair protein Msh2	17	17	P43246	P43246	17	17	17	104.74	20.9	1.08417150909338	0.626205676297486	12.239	0	12.0316	0	11.8066	0	11.5594	0	12.1761	0	11.9918	0	
	ABCE1	ATP-binding cassette sub-family E member 1	10	10	P61221	P61221	10	10	10	67.314	22.4	1.53112386623574	0.129438061439401	11.869	0	12.0739	0	11.9612	0	11.9661	0	11.1888	0	10.9055	0	
	COPS3	COP9 signalosome complex subunit 3	7	7	Q9UNS2	Q9UNS2	7	7	7	47.873	20.8	0.872151699457158	0.918055422264863	11.1296	0	7.66498	1	11.1154	0	11.7856	0	7.41147	1	11.305	0	
	ANXA6	Annexin A6	13	13	P08133	P08133	13	13	13	75.872	21.4	0.790564457230757	0.506703611838448	11.0341	0	11.4478	0	12.5297	0	12.135	0	12.151	0	11.7426	0	
	MTHFD1	C-1-tetrahydrofolate synthase, cytoplasmic;Methylenetetrahydrofolate dehydrogenase;Methenyltetrahydrofolate cyclohydrolase;Formyltetrahydrofolate synthetase;C-1-tetrahydrofolate synthase, cytoplasmic, N-terminally processed	15	15	P11586	P11586	15	15	15	101.56	19.6	0.915588977538329	0.644096590142256	11.8795	0	11.4446	0	12.0556	0	11.5929	0	12.2099	0	11.9585	0	
	APPL1	DCC-interacting protein 13-alpha	11	11	Q9UKG1	Q9UKG1	11	11	11	79.663	18.5	0.670315407346493	0.751770015847121	12.0489	0	11.9006	0	7.85343	1	12.2452	0	12.1212	0	9.16786	1	
	SSB	Lupus La protein	8	8	P05455	P05455	8	8	8	46.836	23	1.82316609437081	0.626372958092189	10.9111	0	11.4388	0	7.7003	1	8.49965	1	7.54882	1	11.4024	0	
	PIBF1	Progesterone-induced-blocking factor 1	10	10	Q8WXW3	Q8WXW3	10	10	10	89.804	15.1	0.886979090387537	0.94523022428399	12.7701	0	8.08508	1	7.6087	1	7.64482	1	8.29838	1	13.0397	0	
	BZW1	Basic leucine zipper and W2 domain-containing protein 1	6	6	Q7L1Q6	Q7L1Q6	6	6	6	48.043	14.3	0.568558222818258	0.506572955130154	9.66402	0	6.47471	1	8.41199	1	10.2444	0	8.32311	1	8.42711	1	
	MYH9	Myosin-9	17	13	P35579;P35749	P35579	17;3	17;3	13;1	226.53	9.8	0.751397905694222	0.44714152122585	11.9868	0	12.4831	0	12.9785	0	12.9375	0	12.1869	0	13.5612	0	
	DSP	Desmoplakin	24	24	P15924	P15924	24	24	24	331.77	9.5	0.87534339577914	0.345706861983955	12.4364	0	12.7337	0	12.4724	0	13.0095	0	12.4779	0	12.7313	0	
	PABPC4	Polyadenylate-binding protein 4	17	9	Q13310	Q13310	17	10	9	70.782	28.4	0.595226226450387	0.766425595529435	6.95641	1	12.1432	0	7.29964	1	7.04788	1	12.6753	0	8.9216	1	
	BAG6	Large proline-rich protein BAG6	12	12	P46379	P46379	12	12	12	119.41	13.3	1.45186971757559	0.094892087359561	12.8835	0	12.7506	0	12.733	0	12.6859	0	11.8484	0	12.219	0	
	TOMM70A	Mitochondrial import receptor subunit TOM70	7	7	O94826	O94826	7	7	7	67.454	14.5	0.785142812463299	0.117473254313105	11.2109	0	11.5024	0	11.4822	0	11.4513	0	11.8931	0	11.8978	0	
	CDK1	Cyclin-dependent kinase 1	7	7	P06493;Q00535;P24941;P11802;Q00526;Q00534;P50750;Q96Q40;O94921;Q07002;Q00536;Q00537;Q9NYV4;Q14004	P06493	7;1;1;1;1;1;1;1;1;1;1;1;1;1	7;1;1;1;1;1;1;1;1;1;1;1;1;1	7;1;1;1;1;1;1;1;1;1;1;1;1;1	34.095	23.2	0.643046067356329	0.525670977364047	7.29056	1	8.50114	1	7.53612	1	7.3813	1	7.78113	1	10.0764	0	
	CKAP4	Cytoskeleton-associated protein 4	12	12	Q07065;Q96K21	Q07065	12;1	12;1	12;1	66.022	25.1	0.804018721541389	0.898633283674905	11.264	0	11.9919	0	5.97426	1	7.41895	1	11.0174	0	11.7379	0	
	MAGED1	Melanoma-associated antigen D1	9	8	Q9Y5V3;Q96JG8	Q9Y5V3	9;2	9;2	8;2	86.16	14.3	1.38724538160507	0.843654641117902	12.6068	0	8.65604	1	12.8459	0	12.6406	0	7.32402	1	12.7275	0	
	BCAP31	B-cell receptor-associated protein 31	7	7	P51572	P51572	7	7	7	27.991	31.7	0.649680360934986	0.320291932640075	11.2633	0	10.0634	0	9.65308	0	11.1816	0	10.4287	0	11.236	0	
	MCM4	DNA replication licensing factor MCM4	12	12	P33991;Q9UJA3	P33991	12;1	12;1	12;1	96.557	16.3	0.656203411801675	0.119848057673295	11.7758	0	10.7615	0	11.1246	0	11.6808	0	11.8357	0	11.9687	0	
	PFN1	Profilin-1	5	5	P07737;CON__sw|P02584_CONT|CONT_P02584	P07737	5;1	5;1	5;1	15.054	50	1.78597514135045	0.595627855446607	6.59846	1	8.43014	1	11.1096	0	6.9112	1	7.65833	1	9.05857	1	
	RRM1	Ribonucleoside-diphosphate reductase large subunit	13	13	P23921	P23921	13	13	13	90.069	21.2	0.713984173360041	0.219671643870338	11.6078	0	10.5897	0	11.2789	0	11.7411	0	11.8383	0	11.355	0	
	MSN	Moesin	17	10	P26038	P26038	17	10	10	67.819	28.4	0.693582786993566	0.743506894386422	12.6381	0	11.436	0	7.69182	1	11.1124	0	11.495	0	10.7421	0	
	PSMC3	26S protease regulatory subunit 6A	10	10	P17980	P17980	10	10	10	49.203	30.8	1.21493994284252	0.808643500050367	10.5899	0	10.7933	0	10.8682	0	11.5505	0	8.30434	1	11.554	0	
	TLN1	Talin-1	24	24	Q9Y490;Q9Y4G6	Q9Y490	24;2	24;2	24;2	269.76	12.1	0.936123124978437	0.733261697710823	12.367	0	11.8288	0	12.5886	0	12.5751	0	12.1242	0	12.3708	0	
	ATIC	Bifunctional purine biosynthesis protein PURH;Phosphoribosylaminoimidazolecarboxamide formyltransferase;IMP cyclohydrolase	11	11	P31939	P31939	11	11	11	64.615	23.1	1.14068306556985	0.920628891597191	11.3019	0	11.4806	0	8.71419	1	12.0906	0	11.6176	0	7.21884	1	
	PSMD1	26S proteasome non-ATPase regulatory subunit 1	12	12	Q99460	Q99460	12	12	12	105.84	15	0.537601847074	0.555731481849777	12.1953	0	7.95509	1	12.015	0	11.586	0	11.3447	0	11.9208	0	
	TARS	Threonine--tRNA ligase, cytoplasmic	11	11	P26639;A2RTX5	P26639	11;1	11;1	11;1	83.434	16.3	1.88311094500272	0.499203934958795	11.2189	0	11.3217	0	11.6025	0	10.9032	0	12.3383	0	8.16226	1	
	PGRMC1	Membrane-associated progesterone receptor component 1	3	3	O00264	O00264	3	3	3	21.671	15.4	1.11982089111985	0.922173419359042	11.0634	0	7.80751	1	8.27734	1	11.2146	0	8.20107	1	7.24275	1	
	CAPN1	Calpain-1 catalytic subunit	10	10	P07384	P07384	10	10	10	81.889	14.6	0.508386984258851	0.446224077110414	11.5503	0	8.21931	1	11.805	0	11.6134	0	11.4381	0	11.4512	0	
	HNRNPA2B1	Heterogeneous nuclear ribonucleoproteins A2/B1	8	8	P22626	P22626	8	8	8	37.429	24.4	1.01469096072225	0.99010608589028	11.1532	0	10.8115	0	7.79775	1	7.54341	1	11.317	0	10.8389	0	
	PSMC5	26S protease regulatory subunit 8	8	8	P62195;Q8NB90	P62195	8;1	8;1	8;1	45.626	28.3	0.837104129769128	0.85646574951569	7.80231	1	10.3437	0	11.2959	0	10.8219	0	10.9685	0	8.42112	1	
	EPS15	Epidermal growth factor receptor substrate 15	13	13	P42566	P42566	13	13	13	98.655	20.6	0.512091316244972	0.580891471068588	10.7272	0	7.77132	1	11.4004	0	11.5189	0	12.5839	0	8.6926	1	
	ACSL4	Long-chain-fatty-acid--CoA ligase 4	11	11	O60488;O95573	O60488	11;2	11;2	11;2	79.187	20.3	0.7639234588028	0.84144454638532	8.51541	1	9.33281	1	7.57638	1	12.3585	0	7.20498	1	7.02666	1	
	ETF1	Eukaryotic peptide chain release factor subunit 1	5	5	P62495	P62495	5	5	5	49.03	12.6	1.50803822731674	0.758677142859768	10.8895	0	11.0253	0	6.80772	1	11.207	0	8.39592	1	7.34161	1	
	UBE2E1;UBE2E2;UBE2E3	Ubiquitin-conjugating enzyme E2 E1;Ubiquitin-conjugating enzyme E2 E2;Ubiquitin-conjugating enzyme E2 E3	3	3	P51965;Q96LR5;Q969T4	P51965;Q96LR5;Q969T4	3;2;2	3;2;2	3;2;2	21.404	19.2	1.54903635096842	0.619165857287962	8.19976	1	8.0972	1	11.3923	0	9.50963	1	8.15231	1	8.13317	1	
	NSFL1C	NSFL1 cofactor p47	7	7	Q9UNZ2	Q9UNZ2	7	7	7	40.572	23.8	1.03414415155261	0.974784466618162	8.35803	1	10.7026	0	7.1901	1	7.67751	1	10.7097	0	7.71824	1	
	NASP	Nuclear autoantigenic sperm protein	9	9	P49321	P49321	9	9	9	85.237	14.1	1.02445172346012	0.984129680612436	11.4514	0	7.03045	1	8.11415	1	7.06137	1	10.4078	0	9.0223	1	
	ABCF2	ATP-binding cassette sub-family F member 2	8	8	Q9UG63	Q9UG63	8	8	8	71.289	14.9	1.19879253068991	0.872118903327828	11.1773	0	8.1972	1	12.0804	0	10.9846	0	11.3955	0	8.28996	1	
	FAM175B	BRISC complex subunit Abro1	7	7	Q15018	Q15018	7	7	7	46.9	19	0.837855873206492	0.885648517510072	7.47354	1	11.0377	0	7.48446	1	11.093	0	8.58477	1	7.08357	1	
	CPSF3	Cleavage and polyadenylation specificity factor subunit 3	7	7	Q9UKF6	Q9UKF6	7	7	7	77.485	13.2	0.817996740764152	0.338881608649	10.5174	0	11.0697	0	11.1521	0	10.9572	0	11.5485	0	11.103	0	
	HUWE1	E3 ubiquitin-protein ligase HUWE1	21	21	Q7Z6Z7	Q7Z6Z7	21	21	21	481.89	5.7	0.730471048763999	0.851707359602605	12.3865	0	11.6826	0	7.36095	1	12.5626	0	12.5817	0	7.64504	1	
	ZBTB33	Transcriptional regulator Kaiso	7	7	Q86T24	Q86T24	7	7	7	74.484	11.8	1.10537048797078	0.597577173824789	11.1058	0	10.6462	0	11.4654	0	10.955	0	11.0627	0	10.766	0	
	RBMX;RBMXL1	RNA-binding motif protein, X chromosome;RNA-binding motif protein, X chromosome, N-terminally processed;RNA binding motif protein, X-linked-like-1	8	8	P38159;Q96E39;O75526;Q8N7X1	P38159;Q96E39	8;5;3;1	8;5;3;1	8;5;3;1	42.331	21.7	1.26984199917539	0.83569191393337	10.8471	0	8.13459	1	7.81831	1	6.992	1	7.77712	1	10.997	0	22
	ASCC3	Activating signal cointegrator 1 complex subunit 3	2	2	Q8N3C0	Q8N3C0	2	2	2	251.46	1.1	1.07787284827573	0.93690401483713	9.09664	1	8.5779	1	7.94271	1	6.70367	1	10.8357	0	7.75337	1	
	PPP2CA;PPP2CB	Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform;Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform	3	3	P67775;P62714	P67775;P62714	3;3	3;3	3;3	35.594	16.5	1.74726205450277	0.511667697444031	10.7198	0	7.27755	1	8.06689	1	8.56971	1	7.15028	1	7.92899	1	
	RAB7A	Ras-related protein Rab-7a	5	5	P51149	P51149	5	5	5	23.489	28.5	0.731046966005579	0.769537875470683	7.97353	1	7.90221	1	8.20899	1	6.16257	1	8.16281	1	11.1152	0	
	EPRS	Bifunctional glutamate/proline--tRNA ligase;Glutamate--tRNA ligase;Proline--tRNA ligase	6	6	P07814	P07814	6	6	6	170.59	4.4	0.940258468392523	0.68715387513719	11.8786	0	11.7272	0	12.0249	0	11.8228	0	11.7394	0	12.3351	0	
	SMC3	Structural maintenance of chromosomes protein 3	15	15	Q9UQE7	Q9UQE7	15	15	15	141.54	13.4	1.33942425641023	0.838705710479417	12.4932	0	7.75554	1	12.0897	0	11.573	0	11.5672	0	7.93346	1	
	FAF2	FAS-associated factor 2	7	7	Q96CS3	Q96CS3	7	7	7	52.623	18.7	0.588580234453779	0.259916589636574	8.78781	1	10.4705	0	10.1787	0	10.7474	0	10.0562	0	10.9273	0	
	TRIM27	Zinc finger protein RFP	4	4	P14373	P14373	4	4	4	58.489	9.2	1.13833563905113	0.8935114043438	11.3986	0	9.00191	1	11.8167	0	11.1877	0	8.6387	1	11.83	0	
	COPS5	COP9 signalosome complex subunit 5	4	4	Q92905	Q92905	4	4	4	37.578	11.7	1.2375218517095	0.85196803348566	8.44919	1	10.7181	0	7.33479	1	10.8844	0	7.21104	1	7.48428	1	
	IPO5	Importin-5	11	11	O00410;O60518	O00410	11;2	11;2	11;2	123.63	13.1	0.998048430887672	0.998538418746419	11.0327	0	11.0018	0	8.9341	1	11.0639	0	7.85448	1	12.0586	0	
	GNA11	Guanine nucleotide-binding protein subunit alpha-11	6	5	P29992;O95837	P29992	6;2	6;2	5;1	42.123	21.7	0.604003158945821	0.569598713855328	8.36117	1	8.49228	1	7.55783	1	7.07415	1	8.54047	1	10.9788	0	
	BRE	BRCA1-A complex subunit BRE	6	6	Q9NXR7	Q9NXR7	6	6	6	43.551	21.4	1.03443923432885	0.975622932346207	10.9357	0	8.36579	1	7.74116	1	7.57871	1	8.0888	1	11.2286	0	
	GLUL	Glutamine synthetase	2	2	P15104	P15104	2	2	2	42.064	4.8	0.947893710108905	0.9635789411506	11.1208	0	7.37851	1	7.66093	1	10.8731	0	7.78144	1	7.73729	1	
	FASN	Fatty acid synthase;[Acyl-carrier-protein] S-acetyltransferase;[Acyl-carrier-protein] S-malonyltransferase;3-oxoacyl-[acyl-carrier-protein] synthase;3-oxoacyl-[acyl-carrier-protein] reductase;3-hydroxyacyl-[acyl-carrier-protein] dehydratase;Enoyl-[acyl-carrier-protein] reductase;Oleoyl-[acyl-carrier-protein] hydrolase	16	16	P49327	P49327	16	16	16	273.42	7.6	1.00752644058901	0.995315185178044	12.2078	0	12.158	0	7.95699	1	11.8842	0	8.75326	1	11.6529	0	
	TKT	Transketolase	9	9	P29401	P29401	9	9	9	67.877	21.3	0.508418700078538	0.420288009414763	10.7165	0	11.1846	0	8.07364	1	11.6868	0	11.1969	0	10.0188	0	
	CENPE	Centromere-associated protein E	2	2	Q02224	Q02224	2	2	2	316.41	0.7	0.50130620620278	0.186343393430142	8.2986	1	7.73664	1	7.26798	1	8.51548	1	7.9606	1	9.81585	0	
	RPL24	60S ribosomal protein L24	3	3	P83731	P83731	3	3	3	17.779	14	1.13358533532232	0.922865477017263	8.46407	1	10.5439	0	7.61652	1	6.75907	1	7.62096	1	11.7018	0	93
	KTN1	Kinectin	16	16	Q86UP2	Q86UP2	16	16	16	156.27	13.5	1.48201597615265	0.798180842730679	12.0542	0	11.8873	0	7.71646	1	11.4002	0	6.95381	1	11.6013	0	
	PDCD10	Programmed cell death protein 10	4	4	Q9BUL8	Q9BUL8	4	4	4	24.701	20.3	0.679493662291299	0.688298780358979	7.32572	1	8.0492	1	7.41472	1	7.39486	1	6.43174	1	10.6354	0	
	HSPA4L	Heat shock 70 kDa protein 4L	9	7	O95757	O95757	9	7	7	94.511	14.5	0.526039850100379	0.574571393847365	11.0987	0	7.84648	1	8.35672	1	10.9616	0	7.77101	1	11.3496	0	
