Leading	Gene names	Protein names	Total Peptides	Unique peptides	Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Mol. weight [kDa]	Sequence coverage [%]	Fold Change RNAi/CONTROL	p-value	LFQ intensity RNAi_1	Imputed (0=no/1=yes)	LFQ intensity RNAi_2	Imputed (0=no/1=yes)	LFQ intensity RNAi_3	Imputed (0=no/1=yes)	LFQ intensity Control_1	Imputed (0=no/1=yes)	LFQ intensity Control_2	Imputed (0=no/1=yes)	LFQ intensity Control_3	Imputed (0=no/1=yes)	GlyGly (K) site positions
	HTT	Huntingtin	2	2	P42858	P42858	2	2	2	347.6	0.6	1.09932960102333	0.87819811382291	22.3069	0	21.1422	1	22.1408	1	22.9314	1	20.3405	1	21.9081	1	
	PDCD2L	Programmed cell death protein 2-like	2	2	Q9BRP1	Q9BRP1	2	2	2	39.416	9.2	1.33080021093128	0.275150939472336	21.5976	1	21.604	1	22.121	1	21.6726	1	20.8103	1	21.6028	0	
	LDLR	Low-density lipoprotein receptor	1	1	P01130	P01130	1	1	1	95.375	1.5	0.701287539743774	0.547451941119045	21.2453	1	20.4533	1	23.0183	1	21.7801	1	22.4118	1	22.0607	0	
	CENPQ	Centromere protein Q	2	2	Q7L2Z9	Q7L2Z9	2	2	2	30.595	7.8	1.09852522638824	0.850581631905237	22.3737	1	21.4256	1	20.8882	1	21.8869	0	21.9981	1	20.3958	1	
	IGJ	Immunoglobulin J chain	1	1	P01591	P01591	1	1	1	18.098	7.5	1.8244226673065	0.423806877379126	22.586	1	21.5245	1	22.6121	1	21.6021	1	22.8168	0	19.7015	1	
	MYO1D	Unconventional myosin-Id	1	1	O94832	O94832	1	1	1	116.2	1	0.834729695043379	0.421122067720034	22.1662	1	21.6389	0	22.2245	1	21.855	1	22.6216	1	22.3349	1	
	TMEM31	Transmembrane protein 31	1	1	Q5JXX7	Q5JXX7	1	1	1	19.813	19.6	0.760070422865296	0.4787899215474	20.8766	1	21.4103	1	20.9237	1	22.3441	0	21.3526	1	20.7012	1	
	GJA1	Gap junction alpha-1 protein	4	4	P17302	P17302	4	4	4	43.008	18.8	1.81336833757972	0.17731766349878	21.5761	1	21.0436	1	22.2549	1	20.6656	0	20.145	1	21.488	1	
	CBL;CBLB	E3 ubiquitin-protein ligase CBL;E3 ubiquitin-protein ligase CBL-B	2	2	P22681;Q13191	P22681;Q13191	2;1	2;1	2;1	99.632	2.5	1.38908126178534	0.512650045198362	22.2769	1	20.5977	1	22.5124	1	21.4764	1	21.6928	0	20.7954	1	
	WDR36	WD repeat-containing protein 36	1	1	Q8NI36	Q8NI36	1	1	1	105.32	1.5	1.28112389264002	0.363635269977293	22.0649	1	21.96	1	21.2593	1	21.3418	1	21.0221	1	21.8482	0	
	LARP7	La-related protein 7	2	2	Q4G0J3	Q4G0J3	2	2	2	66.898	4.6	1.79830035224596	0.177049620418758	21.5594	1	22.9337	1	22.132	0	21.4785	1	21.8655	1	20.7412	1	
	TNKS1BP1	182 kDa tankyrase-1-binding protein	3	3	Q9C0C2	Q9C0C2	3	3	3	181.79	2.3	0.578130864398528	0.226181979182589	21.9058	1	21.9864	1	20.7443	1	21.5939	1	22.855	0	22.5591	0	
	ARHGAP5	Rho GTPase-activating protein 5	1	1	Q13017	Q13017	1	1	1	172.46	0.9	1.06048984056894	0.862661467819073	21.5823	1	22.0294	1	20.9864	1	21.0009	1	21.2137	1	22.1293	0	
	CEP112	Centrosomal protein of 112 kDa	3	3	Q8N8E3	Q8N8E3	3	3	3	112.75	4.6	1.87597161649425	0.0806231941229	22.3428	0	21.5294	1	22.4003	1	21.2034	1	20.7048	1	21.6414	1	
	PDLIM7	PDZ and LIM domain protein 7	1	1	Q9NR12	Q9NR12	1	1	1	49.844	2.4	0.886036477587208	0.783839238147563	21.8994	1	20.9785	0	21.7578	1	22.7147	1	20.9504	1	21.4944	1	
	RCOR3	REST corepressor 3	4	2	Q9P2K3	Q9P2K3	4	2	2	55.581	11.1	0.7777260673048	0.679030059217965	20.6667	1	21.5631	1	22.1146	0	21.1017	1	23.2033	1	21.1274	1	
	RILPL1	RILP-like protein 1	2	2	Q5EBL4	Q5EBL4	2	2	2	47.107	9.9	0.83782393215635	0.579319303676471	22.2901	1	21.212	1	20.9331	1	21.8565	1	21.5555	0	21.7891	1	
	OTUD3	OTU domain-containing protein 3	1	1	Q5T2D3	Q5T2D3	1	1	1	45.124	3.3	0.780792987033872	0.167513186491413	21.3055	1	21.7874	1	21.7612	1	22.0085	1	22.2044	1	21.7122	0	
	GAPVD1	GTPase-activating protein and VPS9 domain-containing protein 1	4	4	Q14C86	Q14C86	4	4	4	164.98	4.3	0.847346530889483	0.303527468648552	21.2308	1	21.2852	1	21.1344	1	21.8471	0	21.3099	1	21.2104	1	
	PFAS	Phosphoribosylformylglycinamidine synthase	2	2	O15067	O15067	2	2	2	144.73	1.9	1.09199632422348	0.699088245589834	21.8986	1	22.141	1	21.1538	1	21.7144	0	21.4695	0	21.6286	1	
	RAB11FIP4	Rab11 family-interacting protein 4	1	1	Q86YS3	Q86YS3	1	1	1	71.927	1.9	1.00495148110341	0.988620609873569	22.6422	1	21.2005	0	21.7043	1	21.4437	1	22.1269	1	21.955	1	
	SMCR8	Smith-Magenis syndrome chromosomal region candidate gene 8 protein	1	1	Q8TEV9	Q8TEV9	1	1	1	105.02	1.4	1.48479524972413	0.285649849775981	22.7776	1	21.6926	1	21.2734	1	21.5094	1	21.4046	1	21.1187	0	
	JPH1	Junctophilin-1	2	2	Q9HDC5	Q9HDC5	2	2	2	71.685	3.3	1.28719800930559	0.737481278656158	20.9794	1	21.9307	1	22.9351	0	22.1368	1	19.9308	1	22.6849	1	
	ATP5O	ATP synthase subunit O, mitochondrial	2	2	P48047	P48047	2	2	2	23.277	10.3	1.64946481057481	0.306271087062585	21.5779	1	23.3113	0	21.9847	1	22.1884	1	21.4317	1	21.0879	1	
	ATP6V0A1	V-type proton ATPase 116 kDa subunit a isoform 1	1	1	Q93050	Q93050	1	1	1	96.412	1.4	0.667467732888587	0.200437510489289	20.9431	1	21.9642	0	20.9828	1	22.0735	1	21.514	1	22.0524	1	
	KEAP1	Kelch-like ECH-associated protein 1	3	3	Q14145	Q14145	3	3	3	69.666	5.1	0.513237681163978	0.222497942861518	20.1159	1	20.9446	1	21.3063	1	22.8215	0	20.8957	1	21.5365	1	
	NDRG2	Protein NDRG2	2	2	Q9UN36	Q9UN36	2	2	2	40.798	10.5	1.39573108036263	0.201675898279807	21.3773	1	22.3218	1	22.0025	1	21.6807	1	21.1621	0	21.4157	1	
	ADAM9	Disintegrin and metalloproteinase domain-containing protein 9	2	2	Q13443	Q13443	2	2	2	90.555	2.8	1.59044557087591	0.156217613893896	22.8172	1	21.7864	1	22.1882	1	21.644	0	21.1567	1	21.9827	1	
	ARMCX5	Armadillo repeat-containing X-linked protein 5	2	2	Q6P1M9	Q6P1M9	2	2	2	62.345	5.6	0.79902192717707	0.467215239462315	21.0794	1	21.9718	1	21.3395	1	21.9541	1	22.2103	0	21.1973	1	
	N4BP2L2	NEDD4-binding protein 2-like 2	1	1	Q92802	Q92802	1	1	1	67.458	1.7	0.602679124943717	0.294273395209681	22.2806	0	20.4947	1	21.31	1	22.1713	1	21.5081	1	22.5975	1	
	CDKN1A	Cyclin-dependent kinase inhibitor 1	1	1	P38936	P38936	1	1	1	18.119	11	0.702516979442558	0.309708410999351	20.728	1	22.0171	1	21.8914	0	21.9907	1	22.3474	1	21.8266	1	
	PDE4DIP	Myomegalin	4	4	Q5VU43	Q5VU43	4	4	4	265.1	2	1.20608450998939	0.731782467200708	23.0503	1	20.72	1	22.7329	1	22.0282	0	21.7216	1	21.9424	1	
	SETD8	N-lysine methyltransferase SETD8	2	2	Q9NQR1	Q9NQR1	2	2	2	42.889	5.3	1.99570018474696	0.199580451145334	22.4036	0	21.7738	1	21.8546	1	22.0859	1	19.943	1	21.0125	1	
	SCRIB	Protein scribble homolog	1	1	Q14160	Q14160	1	1	1	174.88	0.6	0.761975227351983	0.556490814222835	20.5657	1	21.5915	1	22.1298	0	22.3783	1	22.0519	1	21.0334	1	
	RPUSD2	RNA pseudouridylate synthase domain-containing protein 2	1	1	Q8IZ73	Q8IZ73	1	1	1	61.311	3.9	1.31650317433927	0.44276471133058	20.6759	1	21.0721	1	21.6022	1	19.9582	1	21.0726	1	21.1292	0	
	FNTA	Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha	1	1	P49354	P49354	1	1	1	44.408	3.4	1.40830322753601	0.260182450663368	21.3277	1	21.9859	1	21.2985	0	21.5616	1	20.5128	1	21.0558	1	
	METTL16	Methyltransferase-like protein 16	1	1	Q86W50	Q86W50	1	1	1	63.62	1.8	0.899216865640835	0.757470981859779	20.7705	1	20.7148	1	22.0604	0	21.5855	1	21.0769	1	21.343	1	
	SEC24A	Protein transport protein Sec24A	2	2	O95486	O95486	2	2	2	119.75	2.1	0.689828672357234	0.448647239596186	21.5537	1	19.6081	1	21.4174	1	21.3346	1	21.6267	0	21.225	1	
	EID1	EP300-interacting inhibitor of differentiation 1	1	1	Q9Y6B2	Q9Y6B2	1	1	1	20.875	13.9	0.534621588058412	0.355691920213418	20.8948	1	21.8538	1	20.1234	1	22.0349	1	22.9881	0	20.5591	1	
	ATG7	Ubiquitin-like modifier-activating enzyme ATG7	2	2	O95352	O95352	2	2	2	77.959	3.4	1.55898278799755	0.403036148534782	20.4886	1	21.737	1	22.8423	1	21.1858	1	20.8821	1	21.0782	0	
	LZTR1	Leucine-zipper-like transcriptional regulator 1	2	2	Q8N653	Q8N653	2	2	2	94.718	3.9	0.881705032925216	0.803242723483975	22.2448	1	22.1456	1	20.2701	1	22.1665	1	21.6581	1	21.3808	0	
	NEU2	Sialidase-2	2	2	Q9Y3R4	Q9Y3R4	2	2	2	42.253	8.2	0.967488420898227	0.965228640678044	20.2974	1	23.2555	0	20.4767	1	21.7518	1	20.6427	1	21.7782	1	
	ATF6	Cyclic AMP-dependent transcription factor ATF-6 alpha;Processed cyclic AMP-dependent transcription factor ATF-6 alpha	1	1	P18850	P18850	1	1	1	74.584	1.6	0.521439218469774	0.142481014910051	21.5284	1	21.1613	0	20.046	1	21.5525	1	22.3671	1	21.6344	1	
	UTP15	U3 small nucleolar RNA-associated protein 15 homolog	4	4	Q8TED0;REV__Q8TED0	Q8TED0	4;1	4;1	4;1	58.414	7.7	1.09601382772533	0.69228193674435	21.4944	1	21.3918	1	21.6724	1	21.3955	1	20.864	0	21.9023	1	
	PCNT	Pericentrin	5	5	O95613	O95613	5	5	5	378.03	1.6	1.61591129060785	0.217565485404469	22.045	0	20.8745	1	21.8522	1	20.9138	1	21.4184	1	20.3624	1	
	ME1	NADP-dependent malic enzyme	2	2	P48163	P48163	2	2	2	64.149	3.7	0.905015872471994	0.851837392358652	20.7816	1	22.9477	0	21.2143	1	21.8647	1	21.2556	1	22.2553	1	
	PALM	Paralemmin-1	1	1	O75781	O75781	1	1	1	42.075	4.4	0.867882115679025	0.73794161099606	21.2567	1	20.8007	1	22.0394	1	20.7376	1	21.7368	1	22.2356	0	
	HN1L	Hematological and neurological expressed 1-like protein	1	1	Q9H910	Q9H910	1	1	1	20.063	7.4	0.863864533672864	0.341254981698421	21.6204	1	21.3549	1	21.0056	1	21.5919	1	21.6437	1	21.3787	0	
	RASA2	Ras GTPase-activating protein 2	3	3	Q15283	Q15283	3	3	3	96.613	4.7	1.19463922717006	0.322218150117791	21.1472	0	21.6729	1	21.5397	1	20.8936	1	21.4554	1	21.241	1	
	HAL	Histidine ammonia-lyase	2	2	P42357	P42357	2	2	2	72.697	2.9	0.593261472639085	0.068618307216786	21.6703	1	21.0967	1	20.682	1	22.085	1	21.8949	1	21.7289	0	
	KIF21A	Kinesin-like protein KIF21A	5	5	Q7Z4S6;O75037	Q7Z4S6	5;1	5;1	5;1	187.18	3	0.698577944595625	0.232058243152801	20.5207	1	21.3702	1	20.2634	1	20.9951	1	21.1924	0	21.5193	1	952
	MTFR1	Mitochondrial fission regulator 1	1	1	Q15390	Q15390	1	1	1	37	3.6	1.11903565145936	0.777692659951968	21.4168	1	21.8896	1	22.842	0	21.2735	1	21.9565	1	22.4317	1	
	L3MBTL3	Lethal(3)malignant brain tumor-like protein 3	3	3	Q96JM7	Q96JM7	3	3	3	88.336	4.6	0.981212691721467	0.937351545961885	21.3131	1	20.8934	0	21.7805	1	21.3373	1	21.7177	1	21.0141	1	
	RGPD5	RANBP2-like and GRIP domain-containing protein 5/6	7	1	Q99666	Q99666	7	2	1	198.92	4.8	0.635824714403233	0.592095826656013	21.1752	1	19.4473	1	21.1086	1	20.4887	1	23.1554	0	20.0468	1	
	SPATA5	Spermatogenesis-associated protein 5	2	1	Q8NB90	Q8NB90	2	1	1	97.903	2.6	0.729744835128671	0.681776456746637	21.0257	1	19.5259	1	23.0356	0	21.3219	1	21.8209	1	21.8081	1	
	AGAP3;AGAP1	Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 3;Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 1	2	2	Q96P47;Q9UPQ3	Q96P47;Q9UPQ3	2;1	2;1	2;1	95.043	3.4	0.575500066429797	0.074961798898081	20.4498	1	21.2889	1	20.646	1	21.4306	1	21.3251	1	22.0203	0	
	TBC1D31	TBC1 domain family member 31	3	3	Q96DN5	Q96DN5	3	3	3	124.19	2.9	0.98226139208331	0.959199845194712	21.6102	1	21.2688	1	22.0816	1	22.3164	0	20.9091	1	21.8126	1	
	TP53BP1	Tumor suppressor p53-binding protein 1	2	2	Q12888	Q12888	2	2	2	213.57	1.3	1.37105362568611	0.394235746072721	21.6632	1	21.5018	1	22.633	0	21.1582	1	21.1544	1	22.1196	1	
	BRD8	Bromodomain-containing protein 8	2	2	Q9H0E9	Q9H0E9	2	2	2	135.33	2.8	0.620100518107151	0.322978787641073	20.5235	1	19.5895	1	21.4076	1	21.1544	1	21.7612	1	20.6733	0	
	BDH2	3-hydroxybutyrate dehydrogenase type 2	1	1	Q9BUT1	Q9BUT1	1	1	1	26.724	4.9	0.79334594101995	0.599005761990867	20.6238	1	22.0818	1	22.4285	1	22.149	0	22.3156	1	21.6714	1	
	FYTTD1	UAP56-interacting factor	1	1	Q96QD9	Q96QD9	1	1	1	35.818	3.5	0.883706376966865	0.709749344338724	21.1098	1	22.3289	0	21.0509	1	21.5976	1	21.445	1	21.9822	1	
	SPIN2B;SPIN2A	Spindlin-2B;Spindlin-2A	1	1	Q9BPZ2;Q99865	Q9BPZ2;Q99865	1;1	1;1	1;1	29.158	5	0.556927717340342	0.373879798536452	21.58	1	21.0206	1	21.597	0	20.8651	1	22.1543	1	23.7115	1	
	SARM1	Sterile alpha and TIR motif-containing protein 1	2	2	Q6SZW1	Q6SZW1	2	2	2	79.387	3.7	1.36683964626742	0.505619715572254	20.5556	1	21.7656	1	22.1749	1	21.7898	0	20.822	1	20.5316	1	
	PRKCD	Protein kinase C delta type;Protein kinase C delta type regulatory subunit;Protein kinase C delta type catalytic subunit	3	3	Q05655	Q05655	3	3	3	77.504	5.2	1.05979652352808	0.662160088140535	20.6804	1	20.97	1	20.8651	1	20.4561	0	20.9851	1	20.8229	1	
	ERCC5	DNA repair protein complementing XP-G cells	4	4	P28715	P28715	4	4	4	133.11	4.3	0.611606226778114	0.310300160343394	22.1862	1	20.6673	1	21.1148	1	21.2665	1	22.1476	0	22.6822	1	
	EHBP1	EH domain-binding protein 1	2	2	Q8NDI1	Q8NDI1	2	2	2	140.02	2.4	0.524695019195897	0.098358070374888	20.6253	1	21.9124	1	20.733	1	22.2015	1	22.1013	0	21.7592	1	
	ACADVL	Very long-chain specific acyl-CoA dehydrogenase, mitochondrial	3	3	P49748	P49748	3	3	3	70.389	6.4	1.90279481610495	0.321782187704529	20.4418	1	23.1156	0	21.3943	1	21.2216	1	20.5136	1	20.4322	1	
	NDRG3	Protein NDRG3	1	1	Q9UGV2	Q9UGV2	1	1	1	41.408	4.5	1.22805910708792	0.582080432399568	22.1232	1	21.5831	1	21.6146	1	21.7433	1	20.5748	1	22.1137	0	
	GTPBP1	GTP-binding protein 1	1	1	O00178	O00178	1	1	1	72.453	2.1	1.09827930890678	0.747563347364421	21.6349	1	20.9704	1	21.5443	1	21.7856	1	21.3179	0	20.6404	1	
	ABCD3	ATP-binding cassette sub-family D member 3	1	1	P28288	P28288	1	1	1	75.475	2.1	1.34275677429328	0.184716631427904	21.4038	1	21.7502	1	21.8853	1	21.23	1	21.6536	1	20.8801	0	
	NEDD1	Protein NEDD1	3	3	Q8NHV4	Q8NHV4	3	3	3	71.965	7.3	0.735208320958103	0.34869121033757	21.0103	1	22.1158	1	21.7958	1	22.0765	0	22.5374	1	21.6393	1	
	FGFR1OP	FGFR1 oncogene partner	1	1	O95684	O95684	1	1	1	43.064	4.5	1.36558678276896	0.196936855845325	21.1267	1	21.4443	0	22.0802	1	20.9688	1	21.2358	1	21.098	1	
	RAB12	Ras-related protein Rab-12	1	1	Q6IQ22	Q6IQ22	1	1	1	27.248	8.2	0.963621374444626	0.928004110742651	20.0689	1	21.2138	1	21.4951	1	21.6409	1	20.4812	1	20.816	0	
	MPZL1	Myelin protein zero-like protein 1	1	1	O95297	O95297	1	1	1	29.082	3.7	1.49086848728252	0.367959483014784	22.3466	1	21.4722	1	22.0782	1	22.0537	0	20.3962	1	21.7186	1	
	MDM2	E3 ubiquitin-protein ligase Mdm2	2	2	Q00987	Q00987	2	2	2	55.232	7.5	0.785809764499805	0.169632084935709	21.3102	1	21.5059	1	21.0396	1	21.8949	0	21.3492	1	21.6548	1	
	DCTPP1	dCTP pyrophosphatase 1	2	2	Q9H773	Q9H773	2	2	2	18.681	12.9	1.55005778596819	0.410302345853863	21.0501	1	22.9951	1	22.2795	1	20.7341	1	21.644	1	22.0497	0	
	KLHL22	Kelch-like protein 22	1	1	Q53GT1	Q53GT1	1	1	1	71.666	2.5	1.03567460580278	0.903370074911632	21.0165	1	21.8405	1	22.2919	1	21.8507	1	21.4504	1	21.6961	0	
	ANXA1	Annexin A1	2	2	P04083	P04083	2	2	2	38.714	6.4	1.77597220149587	0.149877348041497	21.4554	1	21.2877	0	22.43	1	20.9881	1	20.3357	1	21.3634	1	
	CCDC18	Coiled-coil domain-containing protein 18	3	3	Q5T9S5	Q5T9S5	3	3	3	168.96	2.4	0.600700595840358	0.252024638227166	20.5851	1	20.5286	1	21.9117	1	21.5072	1	22.3639	0	21.36	1	
	NRBP1	Nuclear receptor-binding protein	3	3	Q9UHY1	Q9UHY1	3	3	3	59.844	8.6	1.64190539179255	0.139755207706265	21.8355	1	22.2961	1	21.439	1	21.7287	1	20.7414	0	20.9543	1	
	TOP3B	DNA topoisomerase 3-beta-1	1	1	O95985	O95985	1	1	1	96.661	1.5	1.38331814926189	0.207743765861059	21.2639	1	20.9344	1	21.2797	1	20.5004	1	21.2625	0	20.3107	1	
	ALCAM	CD166 antigen	2	2	Q13740	Q13740	2	2	2	65.102	5	0.953761465298044	0.84329553330565	20.7695	1	20.7812	1	21.6738	1	21.389	1	21.0371	1	21.0033	0	
	MASTL	Serine/threonine-protein kinase greatwall	3	2	Q96GX5	Q96GX5	3	2	2	97.318	4.1	1.42530729836365	0.484394273187524	22.7589	0	22.46	1	20.8032	1	21.2142	1	22.0296	1	21.2444	1	
	CRBN	Protein cereblon	1	1	Q96SW2	Q96SW2	1	1	1	50.545	2.3	1.91425363916157	0.374267399833698	21.2735	1	21.3835	1	24.0398	0	20.8047	1	21.484	1	21.5977	1	
	VPS4B	Vacuolar protein sorting-associated protein 4B	2	2	O75351	O75351	2	2	2	49.301	3.8	0.816214361206136	0.54160292356631	21.5059	1	21.8449	0	20.8444	1	21.3484	1	21.3805	1	22.3453	1	
	RASEF	Ras and EF-hand domain-containing protein	3	3	Q8IZ41	Q8IZ41	3	3	3	82.878	5.7	0.664388036347488	0.205149753749503	20.5114	1	21.3116	1	21.3557	1	21.1382	1	22.0918	1	21.7185	0	
	CALML3	Calmodulin-like protein 3	3	3	P27482	P27482	3	3	3	16.891	28.2	1.36996306707598	0.475134974671621	22.1411	1	22.9981	0	21.7813	1	22.5126	1	22.0527	1	20.9928	1	
	PPWD1	Peptidylprolyl isomerase domain and WD repeat-containing protein 1	1	1	Q96BP3	Q96BP3	1	1	1	73.574	1.7	0.884601749127374	0.71723091366684	21.1628	1	21.2473	1	22.4774	0	22.0843	1	21.814	1	21.5199	1	
	PRRC2A	Protein PRRC2A	1	1	P48634	P48634	1	1	1	228.86	0.6	1.42788916553679	0.254804445065519	22.0453	1	22.058	1	21.7068	0	21.7279	1	20.6876	1	21.853	1	
	WLS	Protein wntless homolog	2	2	Q5T9L3	Q5T9L3	2	2	2	62.253	3.1	1.04918180965977	0.890828699309854	21.3309	1	21.4757	1	21.8368	1	21.1511	1	22.3668	0	20.9177	1	
	RPS17	40S ribosomal protein S17	1	1	P08708	P08708	1	1	1	15.55	7.4	1.41474300084866	0.449268531501558	21.4185	1	22.3297	1	21.1323	1	21.0628	1	20.3354	1	21.9807	0	
	AIFM1	Apoptosis-inducing factor 1, mitochondrial	1	1	O95831	O95831	1	1	1	66.9	1.8	1.14376685208479	0.636928965992661	22.183	1	21.1335	0	21.6241	1	21.4298	1	21.0683	1	21.8611	1	
	OSBPL3	Oxysterol-binding protein-related protein 3	2	2	Q9H4L5	Q9H4L5	2	2	2	101.22	3.2	0.822864050181609	0.608182612750402	20.6679	1	21.0899	0	21.8823	1	21.8472	1	20.7743	1	21.8624	1	
	CDCA2	Cell division cycle-associated protein 2	1	1	Q69YH5	Q69YH5	1	1	1	112.68	1.2	0.747611154686811	0.530009922188968	20.7535	1	20.4398	1	21.6823	0	22.1067	1	21.5659	1	20.4618	1	
	TTI1	TELO2-interacting protein 1 homolog	1	1	O43156	O43156	1	1	1	122.07	1.3	0.846673711256644	0.763601899406104	19.9088	1	20.8122	1	22.4065	1	21.5268	1	21.3172	0	21.0038	1	
	FAM120B	Constitutive coactivator of peroxisome proliferator-activated receptor gamma	3	3	Q96EK7	Q96EK7	3	3	3	103.78	6.6	1.09162474259913	0.708420304017104	21.4061	1	22.039	0	22.2197	1	21.862	1	22.0393	1	21.3841	1	
	KIF22	Kinesin-like protein KIF22	2	2	Q14807	Q14807	2	2	2	73.261	5	1.2680828440076	0.29296180314726	21.0212	1	21.6233	1	20.7194	1	20.5859	1	20.8431	0	20.907	1	
	SAFB2	Scaffold attachment factor B2	3	1	Q14151	Q14151	3	1	1	107.47	4.8	1.4545803579618	0.325893726262989	21.5489	1	21.5068	1	20.768	1	19.9924	1	20.7964	1	21.4132	0	
	OSBPL11	Oxysterol-binding protein-related protein 11	1	1	Q9BXB4	Q9BXB4	1	1	1	83.642	2	1.09808368014578	0.746278620386192	22.2759	1	21.2784	1	21.2917	1	21.0685	1	21.7015	1	21.6712	0	
	PRKCG	Protein kinase C gamma type	1	1	P05129	P05129	1	1	1	78.447	1.4	0.706050362710995	0.217553963559568	21.2988	1	21.7182	1	21.8909	0	22.3568	1	22.5035	1	21.5541	1	
	IFT88	Intraflagellar transport protein 88 homolog	2	2	Q13099	Q13099	2	2	2	94.269	3.8	1.02811717604226	0.925250652419169	22.863	0	21.8417	1	22.2223	1	21.9582	1	22.0469	1	22.8019	1	
	NEK1	Serine/threonine-protein kinase Nek1	1	1	Q96PY6	Q96PY6	1	1	1	142.83	1	0.839991130727233	0.467091538513631	21.1243	0	21.5251	1	21.4764	1	21.7191	1	21.0904	1	22.0709	1	
	NRSN2	Neurensin-2	1	1	Q9GZP1	Q9GZP1	1	1	1	21.983	5.9	1.11415812557706	0.811677486299489	20.7196	1	22.3578	0	20.6659	1	20.6232	1	21.5191	1	21.1331	1	
	TBK1	Serine/threonine-protein kinase TBK1	3	3	Q9UHD2	Q9UHD2	3	3	3	83.641	4.9	1.16994847959028	0.529150243119027	21.3623	1	21.1608	1	21.9821	1	21.6742	0	21.225	1	20.9266	1	
	KRTAP9-9;KRTAP9-3;KRTAP9-8;KRTAP9-7;KRTAP9-2	Keratin-associated protein 9-9;Keratin-associated protein 9-3;Keratin-associated protein 9-8;Keratin-associated protein 9-7;Keratin-associated protein 9-2	1	1	Q9BYP9;Q9BYQ3;Q9BYQ0;A8MTY7;Q9BYQ4	Q9BYP9;Q9BYQ3;Q9BYQ0;A8MTY7;Q9BYQ4	1;1;1;1;1	1;1;1;1;1	1;1;1;1;1	16.266	6.5	1.64034809639719	0.517052925832192	21.2967	1	21.9346	1	24.3213	0	22.0755	1	21.005	1	22.33	1	
	ORC1	Origin recognition complex subunit 1	1	1	Q13415	Q13415	1	1	1	97.349	1.7	0.946629049303443	0.880363645259679	21.2999	1	21.4984	1	20.6	1	20.3904	1	21.6605	1	21.5848	0	
	HEATR5B	HEAT repeat-containing protein 5B	2	2	Q9P2D3	Q9P2D3	2	2	2	224.3	1.5	0.872530217034204	0.688826743291985	21.606	0	20.9192	1	22.2401	1	21.7862	1	21.3497	1	22.2196	1	
	GRK4	G protein-coupled receptor kinase 4	1	1	P32298	P32298	1	1	1	66.583	2.4	1.52680201958559	0.377114299162976	20.6219	0	22.3412	1	21.8029	1	21.189	1	20.2998	1	21.4458	1	
	APOA1BP	NAD(P)H-hydrate epimerase	1	1	Q8NCW5	Q8NCW5	1	1	1	31.674	6.2	0.953771117364114	0.854052562339636	21.6385	1	21.4891	1	22.4375	1	21.8578	0	21.6394	1	22.2728	1	
	ENOPH1	Enolase-phosphatase E1	1	1	Q9UHY7	Q9UHY7	1	1	1	28.932	5	0.676554940524448	0.182378651403663	20.7593	1	21.0745	1	21.5435	1	21.971	1	21.9386	0	21.1588	1	
	BUB1B	Mitotic checkpoint serine/threonine-protein kinase BUB1 beta	3	3	O60566	O60566	3	3	3	119.54	4.1	0.859569382140878	0.374375138154701	21.9386	1	21.6472	1	21.3845	1	21.6852	0	22.1686	1	21.7715	1	
	ATF4	Cyclic AMP-dependent transcription factor ATF-4	2	2	P18848	P18848	2	2	2	38.589	6.6	0.863378456840435	0.615227868718926	21.3014	1	22.008	1	21.1741	1	22.287	0	21.3947	1	21.4377	1	
	DYNC2LI1	Cytoplasmic dynein 2 light intermediate chain 1	1	1	Q8TCX1	Q8TCX1	1	1	1	39.624	4.3	0.745685400025469	0.271553246950411	21.7561	1	21.6392	1	21.2852	1	21.853	0	21.5407	1	22.5569	1	
	EXD2	Exonuclease 3-5 domain-containing protein 2	1	1	Q9NVH0	Q9NVH0	1	1	1	70.352	1.8	0.875954598063135	0.748577897508248	21.495	0	21.2438	1	21.2762	1	20.8945	1	21.0673	1	22.6264	1	
	Sep-08	Septin-8	4	3	Q92599	Q92599	4	3	3	55.756	9.1	0.843130000707355	0.475608929664869	21.4476	1	21.5612	1	21.373	1	21.8176	0	21.1261	1	22.1764	1	
	LUZP1	Leucine zipper protein 1	1	1	Q86V48	Q86V48	1	1	1	120.27	1.1	1.18428720857238	0.719661053093671	22.3644	1	20.783	1	21.1372	1	21.0647	1	21.954	1	20.5338	0	
	WASL	Neural Wiskott-Aldrich syndrome protein	2	2	O00401	O00401	2	2	2	54.826	3.8	1.0152850969337	0.95573766145871	21.2678	1	21.7127	1	21.9407	0	21.5677	1	21.1028	1	22.1852	1	
	UBXN2A	UBX domain-containing protein 2A	1	1	P68543	P68543	1	1	1	29.278	5.4	1.04328708211503	0.94746701624643	22.5424	1	20.7492	1	21.3479	1	22.6679	1	20.2628	0	21.5253	1	
	TBC1D13	TBC1 domain family member 13	2	2	Q9NVG8	Q9NVG8	2	2	2	46.553	6.8	0.680059084350594	0.111929096985234	21.5767	1	20.7775	1	21.2826	1	21.4977	1	21.9837	1	21.8242	0	
